property,lsoa,lsoa_code,BNG_E,BNG_N,GlobalID,LAT,LONG,geometry,mRS 0-2,mRS 0-2,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift,mRS 0-2,mRS 0-2,mRS shift,mRS shift,reference_admissions,reference_relative_frequency,selected,time_admitting_unit_arrival,time_admitting_unit_arrival,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_called,time_ambulance_called,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_needle,time_needle,time_puncture,time_puncture,time_transfer_unit_arrival,time_transfer_unit_arrival,unit_postcode,unit_travel_time,utility_shift,utility_shift
scenario,any,any,any,any,any,any,any,any,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership
subtype,,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Plymouth 032C,E01015130,251001,51729,525a38ab-3df7-4eb1-86db-35faf5a28697,50.34656,-4.09554,"POLYGON ((251771.03257649703 52291.30696835733, 251797.4591498953 51966.79264487041, 251415.92277438048 51828.427189996146, 251737.54231736623 51391.426986917475, 251683.2237647535 51352.72916758602, 251323.91590007406 51087.6257078326, 250948.42581556432 51404.59024512436, 250833.69653267096 51451.89551010326, 250347.26930099865 51648.39484122509, 250936.89673045388 52032.45555414722, 251369.90086485364 52232.27902253988, 251659.08003304517 52366.909026752604, 251771.03257649703 52291.30696835733))",,,,,,,,,,,1.333333333,0.0001713135465758,1,100.8,,60.0,,30.0,,80.0,,,,,,,,PL68DH,20.8,,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,20.8,,
1622,Plymouth 032D,E01015134,251432,53563,36cf3ccc-f29b-4730-b63a-f6b6abb76e18,50.36315,-4.09021,"POLYGON ((251838.27733241968 53623.608912819705, 251688.40071497724 53319.95594992442, 251735.76205013343 52765.74633715072, 251277.65936580786 53152.816345008585, 251476.94310923482 53244.41790229894, 251180.6124352171 53608.17402644121, 251129.16879702694 53974.736872787995, 251838.27733241968 53623.608912819705))",,0.1270421478577721,,0.2531189792048457,,0.0530466879482345,,,,,3.666666667,0.0004711122532442,1,97.6,,60.0,,30.0,,80.0,,,,,,,,PL68DH,17.6,,,0.5416410901103643,0.1270421478577721,-0.833759969761633,0.2531189792048457,3.666666667,0.0005181835312323,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.59999999999998,0.0,127.6,0.0,,,PL68DH,17.6,0.1607003745543237,0.0530466879482345
1623,Plymouth 032E,E01015140,251388,52694,a82dce5a-4bc1-4adb-b629-dc07d2366117,50.35533,-4.09048,"POLYGON ((251735.76205013343 52765.74633715072, 251736.48963021362 52740.62617497548, 251659.08003304517 52366.909026752604, 251369.90086485364 52232.27902253988, 251333.95547247794 52553.33853330527, 250805.91117089742 52594.427568792074, 251156.17239846985 52728.82559504916, 250969.63176844092 52996.871134847344, 251277.65936580786 53152.816345008585, 251735.76205013343 52765.74633715072))",,,,,,,,,,,,,1,,,,,,,,,,,,,,,PL68DH,19.8,,,0.6874322385683737,,-0.5366505671229076,,2.333333333,0.0003297531561616,1,99.8,,60.0,,30.0,,80.0,,129.8,,,,,,PL68DH,19.8,0.0986131227740579,
1624,Sedgemoor 001A,E01029085,343146,154547,81c4d73f-43d0-4fc9-b8ea-86b0474cf464,51.2872,-2.81665,"POLYGON ((344106.0626351365 154459.24042671258, 343443.08472805313 154180.13594520045, 343580.90480763675 153656.13242738062, 343654.5794572063 153131.5255592641, 342744.65639962675 152903.61602504298, 342502.7457862459 153173.82198075895, 341995.2409222279 153714.2415157673, 342430.92515081936 154447.64171412942, 342201.4719647169 155199.17104648834, 342184.5681665764 155294.1576217844, 342211.2610919741 156059.37133616264, 342606.9388112336 156077.78864761099, 342709.67785285576 156079.6829062402, 343610.509798135 156123.16965961095, 343839.01388823206 156181.2771036628, 344163.29030849284 154471.25331191916, 344106.0626351365 154459.24042671258))",-0.0019266326660024,0.2138590269223959,0.1617989133333099,0.2360772620743107,-0.0314701994690673,0.049950799362478,0.5629625662637249,0.1692530671343763,-0.5296116622962455,0.0033161729448701,7.666666667,0.0009850528931003,1,101.9,0.0,60.0,0.0,30.0,0.0,80.0,0.0,131.9,0.0,265.3,0.0,205.3,0.0,BS234TQ,21.9,0.1015608946113339,0.0051285693086866,0.5648891989297273,0.1307252181554897,-0.6914105756295554,0.2360539698151728,7.666666667,0.0010834746561616,1,122.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,152.3,0.0,152.3,0.0,,,BS105NB,42.3,0.1330310940804012,0.0496868205241243
1625,Sedgemoor 001B,E01029126,346499,154052,500cf5bc-70c6-43d8-8467-56c7d5fb7fa8,51.28307,-2.7685,"POLYGON ((346230.28742023895 152985.33277931655, 346109.5321629414 153638.55248792653, 345832.1679306274 153691.7386570621, 345583.21709463914 154135.3987779764, 345589.64785980637 155076.55781067247, 346120.6607966053 155665.56385237913, 346297.1242766628 155132.32959873375, 347415.0394014592 154482.59423769705, 346599.855837631 153918.55486337314, 346868.64416293835 153077.53498131176, 346230.28742023895 152985.33277931655))",0.0794438597927965,0.1788208747291748,0.3716852796312903,0.0052597693493748,-0.0744525011538857,0.0050023644286584,0.5303839631383708,0.1788208747291748,-0.5204352777056661,0.0052597693493748,2.0,0.000256970319928,1,105.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,135.1,0.0,268.5,0.0,208.5,0.0,BS234TQ,25.1,0.1009298332336655,0.0050023644286584,0.4509401033455743,,-0.8921205573369564,,2.0,0.0002826455624646,1,123.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,153.4,,153.4,,,,BS105NB,43.4,0.1753823343875513,
1626,Sedgemoor 001C,E01029127,345641,153263,2b2e918b-40c1-4fd9-87e2-b0607cba6ddf,51.2759,-2.78068,"POLYGON ((346230.28742023895 152985.33277931655, 345751.2364153997 152790.15581294225, 345510.13055306504 152756.71229890236, 345498.61624224944 153157.53429554182, 344698.87780082296 153088.84612035064, 345832.1679306274 153691.7386570621, 346109.5321629414 153638.55248792653, 346230.28742023895 152985.33277931655))",-0.0547985434838212,0.1385140539560673,-0.0361864929249786,0.0040741998190042,0.0083294831559104,0.0038748148247709,0.6233020152838229,0.1385140539560673,-0.5231683340304294,0.0040741998190042,5.333333333,0.0006852541864319,1,105.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,135.1,0.0,268.5,,208.5,,BS234TQ,25.1,0.098330528429142,0.0038748148247709,0.6781005587676442,0.0,-0.4869818411054507,0.0,5.333333333,0.0007537214998586,1,122.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,152.3,0.0,,,,,BS105NB,42.3,0.0900010452732316,0.0
1627,Sedgemoor 001D,E01029128,347583,155292,d82ace32-9a7f-428f-85cc-3ce67078b943,51.29432,-2.75314,"POLYGON ((343903.28909103223 158869.8140612452, 346813.4735877922 158441.48971606154, 346728.9787365601 156935.67521733342, 348777.7128025461 156631.6824825865, 349050.8142500105 156296.27196952596, 348854.81622178183 155207.0172869353, 348687.4361811494 154855.55185982882, 348982.6200121156 153916.9457580391, 349690.91418780223 153681.92804904378, 350230.7428343958 153865.42978925016, 349831.91001809755 153184.73493476957, 350572.22899999237 152568.02454291758, 349355.0872876381 151591.1085815601, 348559.17139679415 152180.82081054195, 348051.08939633524 151869.12247884794, 346645.474237081 152721.31623426737, 346159.9469966494 151856.9289175273, 345757.6125900355 152180.51325228525, 346050.3910759244 152490.26026716366, 345751.2364153997 152790.15581294225, 346230.28742023895 152985.33277931655, 346868.64416293835 153077.53498131176, 346599.855837631 153918.55486337314, 347415.0394014592 154482.59423769705, 346297.1242766628 155132.32959873375, 346120.6607966053 155665.56385237913, 345589.64785980637 155076.55781067247, 345583.21709463914 154135.3987779764, 345368.0059998712 153661.02010671163, 345345.48018413194 154061.28911667073, 345082.53011792304 153908.4147878408, 344858.94651413214 154277.48933125503, 343580.90480763675 153656.13242738062, 343443.08472805313 154180.13594520045, 344106.0626351365 154459.24042671258, 344163.29030849284 154471.25331191916, 343839.01388823206 156181.2771036628, 343610.509798135 156123.16965961095, 343529.93644793064 157177.30231553796, 343841.6010846932 157292.9918638829, 343796.19457033277 157617.88892612047, 343095.92745303275 158090.3025730194, 343053.2768573089 158903.41154769246, 343903.28909103223 158869.8140612452))",,,,,,,,,,,1.666666667,0.0002141419333162,1,105.1,,60.0,,30.0,,80.0,,,,,,,,BS234TQ,25.1,,,,,,,1.666666667,0.0002355379687676,1,119.1,0.0,60.0,0.0,30.0,0.0,80.0,0.0,,,,,,,BS105NB,39.1,,
1628,Sedgemoor 001E,E01029129,345507,151543,cf55c305-ea16-4805-8e15-3b0c7bf1c633,51.26042,-2.78234,"POLYGON ((345583.21709463914 154135.3987779764, 345832.1679306274 153691.7386570621, 344698.87780082296 153088.84612035064, 345498.61624224944 153157.53429554182, 345510.13055306504 152756.71229890236, 345751.2364153997 152790.15581294225, 346050.3910759244 152490.26026716366, 345757.6125900355 152180.51325228525, 346159.9469966494 151856.9289175273, 346645.474237081 152721.31623426737, 348051.08939633524 151869.12247884794, 345792.19846868666 150039.76799912046, 345668.0922607248 148808.4559616463, 344690.60357957985 149625.78881454995, 344437.5786747001 150124.17712846605, 344921.9032226159 150564.978085909, 344107.76697946165 151442.19696073435, 343147.252516488 151398.20351081688, 343372.5646414007 151702.99016244177, 343155.160355969 152087.80632648035, 342604.3580080885 151615.30774142884, 342383.3652981982 152364.9080682067, 342005.8762372613 152467.15014154717, 342097.36062345724 152829.02560975368, 341626.22648945026 152882.8257545337, 341560.2285236421 153202.72063656212, 342502.7457862459 153173.82198075895, 342744.65639962675 152903.61602504298, 343654.5794572063 153131.5255592641, 343580.90480763675 153656.13242738062, 344858.94651413214 154277.48933125503, 345082.53011792304 153908.4147878408, 345345.48018413194 154061.28911667073, 345368.0059998712 153661.02010671163, 345583.21709463914 154135.3987779764))",0.0076067838279405,0.0,-0.0404478791488263,0.0,0.0070213794516699,0.0,0.6852473833807909,,-0.5249903715802715,,2.333333333,0.0002997987065398,1,105.1,,60.0,,30.0,,80.0,,135.1,,,,,,BS234TQ,25.1,0.0965976585594596,,0.6776405995528504,0.0,-0.4845424924314452,0.0,2.333333333,0.0003297531561616,1,123.4,0.0,60.0,0.0,30.0,0.0,80.0,0.0,153.4,0.0,,,,,BS105NB,43.4,0.0895762791077897,0.0
1629,Sedgemoor 002C,E01029089,334835,153896,7dd8c6e1-5c88-4aa1-9967-775527af61ba,51.28045,-2.93569,"POLYGON ((336423.8018206248 155342.6772113452, 336772.7221754441 155235.51494572015, 337021.3245282176 155159.16379934718, 337539.9249995288 154991.47048841784, 338154.00553798914 154616.15577546615, 337171.97034075187 153069.65297272464, 337429.7795319401 152798.04356278558, 337174.08328629175 152467.7913431715, 337552.7677716324 152365.1342325086, 337454.26713641215 151951.1417745574, 337917.76886775845 151591.62148605767, 337850.6327344557 150372.1065962041, 336616.7083738307 150134.51804406606, 336306.7250398877 150444.62286847804, 335260.9954371098 149948.51599204808, 334968.5006061245 150131.31808712205, 335063.8221087402 150747.02536658698, 334769.4190206505 150701.12454365124, 334775.96468819847 151517.23086656517, 334464.01277332765 150993.1258592722, 333998.6039995687 150946.82580886342, 333702.2375364949 151696.23991995392, 333960.4352491793 151858.94463873777, 333983.36146794417 152868.95561991617, 332682.5726288572 154364.96883655005, 332071.78496804927 154257.2715694472, 331524.47820584604 154597.95815659268, 331948.3026192128 155203.07033872907, 331945.39659122424 155207.8678548975, 331755.8986184336 155343.68089352627, 332094.18600643345 155698.0706771058, 332873.3176957645 155864.77281435544, 333106.3247850998 156630.56938983535, 334815.3350228489 156404.66459998945, 336161.51488495484 155425.77519334407, 336172.2002956619 155423.86748090418, 336423.8018206248 155342.6772113452))",0.0900852899779331,0.1313502925262528,0.0587379175176662,0.2331769160587267,-0.0152061861429806,0.0491149496525939,0.6905507439745506,,-0.5533272842351653,,3.0,0.000385455479892,1,92.2,0.0,60.0,0.0,30.0,0.0,80.0,0.0,122.2,,,,,,BS234TQ,12.2,0.1014889737674679,,0.6004654539966174,0.1313502925262528,-0.6120652017528315,0.2331769160587267,3.0,0.000423968343697,1,126.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,156.6,0.0,156.6,,,,BS105NB,46.6,0.1166951599104485,0.0491149496525939
1630,Sedgemoor 002D,E01029113,330189,151080,b9cc2386-4703-46b9-bb17-9079cc1e19f4,51.25458,-3.00174,"POLYGON ((331568.2730299514 150986.85001837535, 331073.9722706221 151114.67373312294, 330937.7099856293 150729.69329192868, 330270.83894979337 150395.5569231311, 330151.6179964948 150689.8765289877, 329711.0211966959 150565.03644067343, 329225.52795304253 151430.95704560037, 330834.10824948514 151766.4347860157, 331692.51405038784 151571.94451844154, 331568.2730299514 150986.85001837535))",0.0853163926510016,0.2183299147111412,0.3419425264425728,0.0035334715969633,-0.069015593550771,0.0067917412453814,0.5326380715494544,0.2183299147111412,-0.5319538861010507,0.0035334715969633,5.333333333,0.0006852541864319,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,0.0,264.2,,204.2,,BS234TQ,20.8,0.1030359565377695,0.0067917412453814,0.4473216788984528,0.0,-0.8738964125436235,0.0,5.333333333,0.0007537214998586,1,128.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,158.8,0.0,158.8,0.0,,,BS105NB,48.8,0.1720515500885405,0.0
1631,Sedgemoor 002E,E01029115,331311,150324,605a3392-8c1c-4e9d-bd96-a91a370c0e94,51.24792,-2.98552,"POLYGON ((331568.2730299514 150986.85001837535, 331902.98137722455 149942.02107715022, 331624.06755001494 149643.8162688038, 330916.0768270553 149621.92834585987, 330977.1738462988 149775.93599796842, 330717.8448906514 150318.49078579806, 330937.7099856293 150729.69329192868, 331073.9722706221 151114.67373312294, 331568.2730299514 150986.85001837535))",0.2389623090877625,,0.3431520388289653,,-0.0744963583715553,,0.6870206347775829,,-0.5344524278283935,,2.333333333,0.0002997987065398,1,100.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,130.8,,,,,,BS234TQ,20.8,0.0982334702470959,,0.4480583256898204,,-0.8776044666573588,,2.333333333,0.0003297531561616,1,127.7,0.0,60.0,0.0,30.0,0.0,80.0,0.0,157.7,,157.7,,,,BS105NB,47.7,0.1727298286186513,
1632,Sedgemoor 002F,E01029140,333158,150882,7545e0c4-07cb-414c-9ed6-5cde9e242629,51.25316,-2.95917,"POLYGON ((335260.9954371098 149948.51599204808, 335446.5808796766 149390.10235568142, 335308.0691571606 148672.6078373635, 334898.18764543487 148557.09434705612, 334803.45576989907 147411.68874444658, 335524.21322594 146326.47327484062, 333887.2428248535 147021.68357500914, 333268.23587182694 146796.98324919172, 333252.1635221913 147844.1981726294, 332973.9501993799 148173.09376860072, 331733.9389224693 148143.7091462989, 331418.3587239265 148327.20877278026, 331450.3528016134 149088.57548609746, 331444.65958433435 149099.47921318738, 331624.06755001494 149643.8162688038, 331902.98137722455 149942.02107715022, 331568.2730299514 150986.85001837535, 331692.51405038784 151571.94451844154, 330834.10824948514 151766.4347860157, 331195.63364657434 153001.05667217256, 330840.0497502802 153536.96800536508, 331399.8699993852 153981.16458633888, 331524.47820584604 154597.95815659268, 332071.78496804927 154257.2715694472, 332682.5726288572 154364.96883655005, 333983.36146794417 152868.95561991617, 333960.4352491793 151858.94463873777, 333702.2375364949 151696.23991995392, 333998.6039995687 150946.82580886342, 334464.01277332765 150993.1258592722, 334775.96468819847 151517.23086656517, 334769.4190206505 150701.12454365124, 335063.8221087402 150747.02536658698, 334968.5006061245 150131.31808712205, 335260.9954371098 149948.51599204808))",-0.1282725346260358,0.1969023243393527,0.0230195523192624,0.1817066899991525,-0.0006276509540922,0.0386748052461947,0.5035122188111563,0.1687209201947928,-0.5403429453987666,0.0010410405646053,6.333333333,0.0008137393463959,1,97.6,0.0,60.0,0.0,30.0,0.0,80.0,0.0,127.6,0.0,261.0,0.0,201.0,0.0,BS234TQ,17.6,0.1056340088036267,0.005647634279064,0.6317847534371921,0.1015075190262375,-0.563362497718029,0.181703707790983,6.333333333,0.000895044281091,1,124.5,0.0,60.0,0.0,30.0,0.0,80.0,0.0,154.5,0.0,154.5,,,,BS105NB,44.5,0.106261659757719,0.0382602246188
1633,Sedgemoor 002G,E01032633,330008,155186,b57f2d5d-cc87-4047-a855-ad9cfa24ef9f,51.29148,-3.00514,"POLYGON ((330855.6885427542 156237.4722880891, 332094.18600643345 155698.0706771058, 331755.8986184336 155343.68089352627, 331945.39659122424 155207.8678548975, 331948.3026192128 155203.07033872907, 331524.47820584604 154597.95815659268, 331399.8699993852 153981.16458633888, 330840.0497502802 153536.96800536508, 331195.63364657434 153001.05667217256, 330834.10824948514 151766.4347860157, 329225.52795304253 151430.95704560037, 328804.64875283977 152704.46840004815, 329626.9071228615 158395.32434027616, 329452.6069679851 158759.13175810894, 328454.98931363143 158843.75069293604, 327919.08463147224 159337.16620464847, 330210.22165674315 158927.9226357718, 330821.33084520866 158450.1041859394, 330578.22430984775 158253.90562275227, 331352.1255884639 157512.08089925133, 330724.1112280155 156965.88652363047, 330855.6885427542 156237.4722880891))",0.1886872974876139,0.1259607532560106,0.3379179639568249,0.0016463474601336,-0.0718009136081227,0.0040110730273951,0.6360089763860668,0.1259607532560106,-0.5359784485867986,0.0016463474601336,4.666666667,0.0005995974132082,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,263.2,,203.2,,BS234TQ,19.8,0.1002506364804177,0.0040110730273951,0.4473216788984528,0.0,-0.8738964125436235,0.0,4.666666667,0.0006595063124646,1,128.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,158.8,0.0,158.8,0.0,,,BS105NB,48.8,0.1720515500885405,0.0
1634,Sedgemoor 003A,E01029086,340272,152604,2bd11ba6-938a-4808-a55d-83c087c6f57b,51.26943,-2.85753,"POLYGON ((342159.6615973048 156062.5929625277, 342211.2610919741 156059.37133616264, 342184.5681665764 155294.1576217844, 342201.4719647169 155199.17104648834, 342430.92515081936 154447.64171412942, 341995.2409222279 153714.2415157673, 342502.7457862459 153173.82198075895, 341560.2285236421 153202.72063656212, 341626.22648945026 152882.8257545337, 342097.36062345724 152829.02560975368, 342005.8762372613 152467.15014154717, 342383.3652981982 152364.9080682067, 342604.3580080885 151615.30774142884, 343155.160355969 152087.80632648035, 343372.5646414007 151702.99016244177, 343147.252516488 151398.20351081688, 342143.53467229544 150797.7955694136, 342092.43668652256 150154.0843980132, 341143.3190635112 149459.07910566937, 339999.47920868953 149121.0943046887, 338796.1483175293 149307.4005918201, 338735.05343553715 149801.09417750305, 338135.25807335257 149724.10023019736, 337850.6327344557 150372.1065962041, 337917.76886775845 151591.62148605767, 337454.26713641215 151951.1417745574, 337552.7677716324 152365.1342325086, 337174.08328629175 152467.7913431715, 337429.7795319401 152798.04356278558, 337171.97034075187 153069.65297272464, 338154.00553798914 154616.15577546615, 337539.9249995288 154991.47048841784, 338411.04338980076 156766.0764430545, 338944.1315617864 156025.37215934022, 339588.35154729354 156256.0771086053, 340615.5457645741 155940.37280499598, 342159.6615973048 156062.5929625277))",0.0097916390155232,0.0,-0.0521080746914623,0.0,0.0090368436662682,0.0,0.6874322385683737,0.0,-0.5366505671229076,0.0,2.666666667,0.0003426270932802,1,99.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,129.8,0.0,,,,,BS234TQ,19.8,0.0986131227740579,0.0,0.6776405995528504,0.0,-0.4845424924314452,0.0,2.666666667,0.00037686075,1,123.40000000000002,0.0,60.0,0.0,30.0,0.0,80.0,0.0,153.4,0.0,,,,,BS105NB,43.4,0.0895762791077897,0.0
1635,Sedgemoor 003B,E01029147,343697,146108,6e9657cf-9eff-4f70-94f6-66a03b794c2b,51.21138,-2.80742,"POLYGON ((345668.0922607248 148808.4559616463, 345696.6831404602 148094.1522438191, 346974.92553172575 148057.8467566508, 347103.92432636826 147556.44968017386, 347616.30957334273 147487.5445271286, 347608.8071136517 146186.92738518363, 347890.22187467746 146092.62867876876, 347985.129388375 145493.81913281535, 344637.06156081706 145314.20727309064, 344130.4800026333 143787.57855512007, 344089.9559744565 143668.62215932418, 343684.38987364835 142589.76434633584, 341590.0191969682 143905.7788344744, 340142.5724554722 144712.71101161934, 339451.76226848806 145662.44007373726, 339583.04842746677 146656.36072526642, 340100.6586382566 147171.39138594567, 341173.3940738555 147153.97109608143, 340958.7751466577 148387.2563803468, 341703.44671112887 148311.58250088498, 341664.1342872984 148722.49272196525, 342045.86287288094 149039.35148346363, 341963.51830079063 148748.47261844322, 342351.9634716094 148489.87465453355, 342780.1853011891 149040.33654324798, 342983.5384581046 148756.46768654947, 343187.2403168951 148359.65416266632, 342904.3972770349 147717.72102696283, 343140.1644941227 147824.7969478083, 343155.5485182121 147541.59875453752, 343369.5322372404 147865.04668581215, 344146.4931722962 147160.19429341113, 344363.96008604765 147417.382345456, 344119.15046597633 147538.10599482845, 344117.76427823 147726.058029017, 344144.5844964185 147750.07409722684, 344932.51958139346 148310.9703623573, 344398.8198850542 148787.76481444767, 344690.60357957985 149625.78881454995, 345668.0922607248 148808.4559616463))",,,,,,,,,,,1.333333333,0.0001713135465758,1,110.5,,60.0,,30.0,,80.0,,,,,,,,BS234TQ,30.5,,,,,,,,,1,,,,,,,,,,,,,,,BS105NB,49.8,,
1636,Sedgemoor 003C,E01029148,342531,149254,6919e3ee-730e-4eff-a3ec-052cbf66d0f0,51.23955,-2.82461,"POLYGON ((344690.60357957985 149625.78881454995, 344398.8198850542 148787.76481444767, 344932.51958139346 148310.9703623573, 344144.5844964185 147750.07409722684, 344117.76427823 147726.058029017, 344119.15046597633 147538.10599482845, 344363.96008604765 147417.382345456, 344146.4931722962 147160.19429341113, 343369.5322372404 147865.04668581215, 343155.5485182121 147541.59875453752, 343140.1644941227 147824.7969478083, 342904.3972770349 147717.72102696283, 343187.2403168951 148359.65416266632, 342983.5384581046 148756.46768654947, 342780.1853011891 149040.33654324798, 342351.9634716094 148489.87465453355, 341963.51830079063 148748.47261844322, 342045.86287288094 149039.35148346363, 341664.1342872984 148722.49272196525, 341703.44671112887 148311.58250088498, 340958.7751466577 148387.2563803468, 341173.3940738555 147153.97109608143, 340100.6586382566 147171.39138594567, 340062.878645113 147783.46902611782, 338821.76210557896 148116.2749068067, 339160.14820592705 148758.0791688452, 338796.1483175293 149307.4005918201, 339999.47920868953 149121.0943046887, 341143.3190635112 149459.07910566937, 342092.43668652256 150154.0843980132, 342143.53467229544 150797.7955694136, 343147.252516488 151398.20351081688, 344107.76697946165 151442.19696073435, 344921.9032226159 150564.978085909, 344437.5786747001 150124.17712846605, 344690.60357957985 149625.78881454995))",0.123533109150889,0.1614363410587851,0.1502855740955212,0.2829823526120952,-0.0335078860689642,0.059635242926144,0.6843380411691161,0.0,-0.5201430464894439,0.0,3.333333333,0.0004282838665039,1,107.3,0.0,60.0,0.0,30.0,0.0,80.0,0.0,137.3,0.0,,,,,BS234TQ,27.3,0.0957586608646702,0.0,0.5608049320182271,0.1614363410587851,-0.6704286205849651,0.2829823526120952,3.333333333,0.000471075937394,1,129.8,0.0,60.0,0.0,30.0,0.0,80.0,0.0,159.8,0.0,159.8,,,,BS105NB,49.8,0.1292665469336344,0.059635242926144
