property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency,utility_shift,utility_shift,mRS shift,mRS shift,mRS 0-2,mRS 0-2
scenario,,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,drip-and-ship,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership,diff_drip-and-ship_minus_mothership
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,,mean,std,mean,std,mean,std
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 010D,E01014376,17.6,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,97.6,0,127.6,0,191.3,,251.3,,-0.5559469795985761,0.020454663685326984,0.10751967984132418,0.0114160189589999,0.5374215564377363,0.21342628046589157,3.0,0.00038545547989207247,33.7,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,113.7,0,143.7,0,,,143.7,,-0.645674279758789,0.2418920508778006,0.1226638544567281,0.050842378737661335,0.6069406632195683,0.12946040448189078,3.0,0.00042396834369700395,-0.015144174615403919,0.05210828115161776,0.08972730016021291,0.24275534503764962,-0.06951910678183204,0.24962126015650224
Bath and North East Somerset 010E,E01014377,16.5,BA13NG,1,2.333333333,0.00029979870653989467,30,0,60,0,80,0,96.5,0,126.5,,,,,,-0.5438981216914698,,0.09986391380020931,,0.6887884331545439,,2.333333333,0.00029979870653989467,35.9,BS105NB,1,2.333333333,0.0003297531561616733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 010G,E01033078,18.7,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,98.7,0,128.7,0,,,,,-0.5390674957331283,0.0,0.09903040499309557,0.0,0.6878846615841877,0.0,2.666666667,0.0003426270932802261,41.2,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,121.2,0,151.2,0,,,,,-0.48942017259882986,0.0,0.09042546536292018,0.0,0.6785601730025733,0.0,2.666666667,0.00037686075,0.00860493963017539,0.0,-0.04964732313429843,0.0,0.009324488581614387,0.0
Bath and North East Somerset 010H,E01033079,18.7,BA13NG,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,39.1,BS105NB,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 011A,E01014461,10.1,BA13NG,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,,33.7,BS105NB,1,1.0,0.00014132278123233464,30,,60,,80,,113.7,,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,1.0,0.00014132278123233464,,,,,,
Bath and North East Somerset 011B,E01014462,11.2,BA13NG,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,31.6,BS105NB,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,111.59999999999998,0,141.6,0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,1.333333333,0.0001884303749293386,,0.0,,0.0,,0.0
Bath and North East Somerset 011C,E01014463,11.2,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,91.2,0,121.2,0,184.9,,244.9,,-0.564352535944048,0.017669621312031324,0.10626252760731117,0.008792812261386338,0.6158759679663952,0.15016765123987172,2.666666667,0.0003426270932802261,31.6,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,111.6,0,141.6,0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,2.666666667,0.00037686075,0.012147763356484736,0.008792812261386338,-0.05369596266729748,0.017669621312031324,-0.0666806457296013,0.15016765123987172
Bath and North East Somerset 011D,E01014464,10.1,BA13NG,1,2.0,0.00025697031992804833,30,,60,,80,,90.1,,120.1,,183.8,,243.8,,-0.594379668103735,,0.12011597179522249,,0.39133388062211705,,2.0,0.00025697031992804833,31.6,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,111.6,0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,2.0,0.0002826455624646693,0.026001207544396054,,-0.08372309482698448,,-0.29122273307387947,
Bath and North East Somerset 012A,E01014380,15.5,BA13NG,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,,38.0,BS105NB,1,2.0,0.0002826455624646693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 012B,E01014381,13.3,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,93.3,0,123.3,,,,,,-0.5509167558604982,,0.1010737740467148,,0.6901004445073456,,3.0,0.00038545547989207247,36.9,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,116.9,0,146.9,0,,,146.9,,-0.7065341214273176,0.2935795630409894,0.13573808136291063,0.06174010237976721,0.5678279984134205,0.15913512560198834,3.0,0.00042396834369700395,-0.034664307316195825,0.06174010237976721,0.1556173655668195,0.2935795630409894,0.12227244609392518,0.15913512560198834
Bath and North East Somerset 012C,E01014481,10.1,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,90.09999999999998,0,120.1,0,183.8,,243.8,,-0.5761529163365405,0.025776519547174186,0.11119830913790224,0.012611479474650387,0.5413716416833225,0.21218543656085068,2.0,0.00025697031992804833,34.8,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,114.8,0,,,,,,,,,,,,,2.0,0.0002826455624646693,,0.012611479474650387,,0.025776519547174186,,0.21218543656085068
Bath and North East Somerset 012D,E01014482,12.2,BA13NG,1,1.0,0.00012848515996402416,30,0,60,0,80,0,92.2,0,122.2,0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,1.0,0.00012848515996402416,36.9,BS105NB,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Bath and North East Somerset 012E,E01014483,10.1,BA13NG,1,2.0,0.00025697031992804833,30,,60,,80,,90.1,,,,,,,,,,,,,,2.0,0.00025697031992804833,34.8,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,114.8,0,144.8,0,,,144.8,,-0.71241910331948,0.29533387937454303,0.1367899785776769,0.06208685810884801,0.5689703850263266,0.158755417335179,2.0,0.0002826455624646693,,0.06208685810884801,,0.29533387937454303,,0.158755417335179
Bath and North East Somerset 012F,E01014484,9.0,BA13NG,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,,33.7,BS105NB,1,0.666666667,9.42151875353307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 013A,E01014473,9.0,BA13NG,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,,33.7,BS105NB,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 013B,E01014474,9.0,BA13NG,1,1.0,0.00012848515996402416,30,,60,,80,,89.0,,119.0,,,,,,-0.5603335053763068,,0.10269481769217104,,0.6918586494967175,,1.0,0.00012848515996402416,32.6,BS105NB,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 013C,E01014475,7.9,BA13NG,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,,32.6,BS105NB,1,0.333333333,4.710759369700396e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 013D,E01014476,11.2,BA13NG,1,0.333333333,4.2828386611846335e-05,30,,60,,80,,91.2,,,,,,,,,,,,,,0.333333333,4.2828386611846335e-05,33.7,BS105NB,1,0.333333333,4.710759369700396e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 014A,E01014435,10.1,BA13NG,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,34.8,BS105NB,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 014B,E01014436,10.1,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,90.1,0,120.09999999999998,0,183.80000000000004,0,243.80000000000004,0,-0.594379668103735,0.0,0.12011597179522249,0.0,0.3913338806221171,0.0,2.0,0.00025697031992804833,34.8,BS105NB,1,2.0,0.0002826455624646693,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Bath and North East Somerset 014C,E01014437,12.2,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,92.2,0,122.2,0,185.9,0,245.9,0,-0.5876566700810124,0.0,0.1188481150839662,0.0,0.38997999252390053,0.0,2.0,0.00025697031992804833,34.8,BS105NB,1,2.0,0.0002826455624646693,30,,60,,80,,114.8,,144.8,,,,,,-0.5035865144996108,,0.0928879401863435,,0.681227417174132,,2.0,0.0002826455624646693,0.0259601748976227,0.0,-0.08407015558140163,0.0,-0.2912474246502315,0.0
Bath and North East Somerset 014D,E01014438,12.2,BA13NG,1,0.666666667,8.565677335217782e-05,30,0,60,0,80,0,92.2,0,122.2,0,,,,,-0.5533272842351653,0.0,0.1014889737674679,0.0,0.6905507439745506,0.0,0.666666667,8.565677335217782e-05,33.7,BS105NB,1,0.666666667,9.42151875353307e-05,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Bath and North East Somerset 015A,E01014455,11.2,BA13NG,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,91.2,0,121.2,0,184.9,0,244.9,0,-0.5790772203707407,0.02040312124196004,0.11358987115846646,0.010153065052090493,0.4907362585998354,0.17339866773382756,1.666666667,0.000214141933316202,32.6,BS105NB,1,1.666666667,0.00023553796876766536,,,,,,,,,,,,,,,,,,,,,,,,0.010153065052090493,,0.02040312124196004,,0.17339866773382756
Bath and North East Somerset 015B,E01014456,12.2,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,92.2,0,122.2,,,,,,-0.5533272842351653,,0.1014889737674679,,0.6905507439745506,,2.666666667,0.0003426270932802261,33.7,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,113.7,0,143.7,0,,,143.7,0.0,-0.8202448306201999,0.2094846610336932,0.1593561807697652,0.044030791575644525,0.5135106639982965,0.1121159990655262,2.666666667,0.00037686075,-0.057867207002297305,0.044030791575644525,0.2669175463850346,0.2094846610336932,0.17704007997625415,0.1121159990655262
Bath and North East Somerset 015C,E01014457,10.1,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,90.1,0,,,,,,,,,,,,,2.0,0.00025697031992804833,33.7,BS105NB,1,2.0,0.0002826455624646693,30,,60,,80,,113.7,,143.7,,,,143.7,,-0.9249871611370466,,0.18137157655758746,,0.4574526644655334,,2.0,0.0002826455624646693,,,,,,
Bath and North East Somerset 015D,E01014458,11.2,BA13NG,1,1.0,0.00012848515996402416,30,,60,,80,,91.2,,,,,,,,,,,,,,1.0,0.00012848515996402416,33.7,BS105NB,1,1.0,0.00014132278123233464,30,0,60,0,80,0,113.7,0,143.7,0,,,143.7,,-0.7155025001033534,0.2962560487429796,0.13734078498194294,0.062268942608299495,0.5695686635310596,0.15855596643747638,1.0,0.00014132278123233464,,0.062268942608299495,,0.2962560487429796,,0.15855596643747638
Bath and North East Somerset 016A,E01014391,17.6,BA13NG,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,97.6,0,,,,,,,,,,,,,1.666666667,0.000214141933316202,33.7,BS105NB,1,1.666666667,0.00023553796876766536,30,,60,,80,,113.7,,,,,,,,,,,,,,1.666666667,0.00023553796876766536,,,,,,
Bath and North East Somerset 016B,E01014392,17.6,BA13NG,1,1.666666667,0.000214141933316202,30,,60,,80,,97.6,,,,,,,,,,,,,,1.666666667,0.000214141933316202,31.6,BS105NB,1,1.666666667,0.00023553796876766536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 016C,E01014452,13.3,BA13NG,1,2.666666667,0.0003426270932802261,30,,60,,80,,93.3,,,,,,,,,,,,,,2.666666667,0.0003426270932802261,26.2,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,106.2,0,136.2,0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,2.666666667,0.00037686075,,0.0,,0.0,,0.0
Bath and North East Somerset 016D,E01014453,13.3,BA13NG,1,4.0,0.0005139406398560967,30,0,60,0,80,0,93.3,0,123.3,0,187.0,,247.0,,-0.5592222460434707,0.016610980365945115,0.1053514190967982,0.008555290100166786,0.6148932052927969,0.15041447842909753,4.0,0.0005139406398560967,27.3,BS105NB,1,4.0,0.0005652911249293386,30,0,60,0,80,0,107.3,0,137.3,0,,,137.3,,-0.7334527158803386,0.30166542743792435,0.1405428588489044,0.06333442016930582,0.5730478852307475,0.1573880478866575,4.0,0.0005652911249293386,-0.035191439752106216,0.06390963751172575,0.17423046983686785,0.3021224168777011,0.04184532006204944,0.2177051054492527
Bath and North East Somerset 016E,E01014454,14.4,BA13NG,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,,26.2,BS105NB,1,2.0,0.0002826455624646693,30,,60,,80,,106.2,,136.2,,,,136.2,,-0.9505120853297679,,0.18600717650716364,,0.46249825513808857,,2.0,0.0002826455624646693,,,,,,
Bath and North East Somerset 016F,E01014459,19.8,BA13NG,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,99.8,0,129.8,0,,,,,-0.5366505671229076,0.0,0.09861312277405798,0.0,0.6874322385683737,0.0,1.666666667,0.000214141933316202,36.9,BS105NB,1,1.666666667,0.00023553796876766536,30,,60,,80,,116.9,,146.9,,,,,,-0.4989420215832505,,0.09208123629902554,,0.6803535248515594,,1.666666667,0.00023553796876766536,0.006531886475032445,0.0,-0.03770854553965708,0.0,0.007078713716814233,0.0
Bath and North East Somerset 016G,E01014460,18.7,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,98.7,0,128.7,,192.4,,252.4,,-0.5669048899665166,,0.1149294838894665,,0.38580020095092876,,3.0,0.00038545547989207247,35.9,BS105NB,1,3.0,0.00042396834369700395,30,,60,,80,,115.9,,145.9,,,,,,-0.501154154382824,,0.09246553903781563,,0.6807698225220166,,3.0,0.00042396834369700395,0.022463944851650874,,-0.0657507355836926,,-0.2949696215710878,
Bath and North East Somerset 017A,E01014415,11.2,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,91.2,0,121.2,0,,,,,-0.5555177252880323,0.0,0.101866121476618,0.0,0.6909597935863311,0.0,2.666666667,0.0003426270932802261,35.9,BS105NB,1,2.666666667,0.00037686075,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Bath and North East Somerset 017B,E01014416,13.3,BA13NG,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,93.3,0,123.3,0,187.0,0,247.0,0,-0.5675277362264433,0.01918070797156399,0.10962906414688159,0.009878798084653266,0.539685966078248,0.17368367922211328,4.333333333,0.0005567690264679429,34.8,BS105NB,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,114.8,0,144.8,0,,,144.8,0.0,-0.71241910331948,0.24113910274143585,0.1367899785776769,0.05069370736641926,0.5689703850263266,0.12962325545792788,4.333333333,0.0006123987186263426,-0.027160914430795324,0.051647290520892765,0.14489136709303674,0.241900736727351,-0.02928441894807854,0.21672150051077346
Bath and North East Somerset 017C,E01014417,11.2,BA13NG,1,4.0,0.0005139406398560967,30,,60,,80,,91.2,,,,,,,,,,,,,,4.0,0.0005139406398560967,35.9,BS105NB,1,4.0,0.0005652911249293386,30,0,60,0,80,0,115.90000000000002,0,145.9,0,,,,,-0.501154154382824,0.0,0.09246553903781563,0.0,0.6807698225220166,0.0,4.0,0.0005652911249293386,,0.0,,0.0,,0.0
Bath and North East Somerset 018A,E01014387,13.3,BA13NG,1,1.666666667,0.000214141933316202,30,,60,,80,,93.3,,,,,,,,,,,,,,1.666666667,0.000214141933316202,38.0,BS105NB,1,1.666666667,0.00023553796876766536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 018B,E01014388,14.4,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,94.4,0,,,,,,,,,,,,,2.666666667,0.0003426270932802261,39.1,BS105NB,1,2.666666667,0.00037686075,30,,60,,80,,119.1,,149.1,,,,,,-0.4940723348446563,,0.09123475990342578,,0.6794366581201382,,2.666666667,0.00037686075,,,,,,
Bath and North East Somerset 018C,E01014389,14.4,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,94.4,0,124.40000000000002,0,188.1,,248.1,,-0.5592111755368655,0.01854340204847051,0.1062790938913375,0.009735636957037809,0.5892876728686373,0.1738322761021111,2.0,0.00025697031992804833,39.1,BS105NB,1,2.0,0.0002826455624646693,30,,60,,80,,119.1,,149.1,,,,149.1,,-0.9066697622449285,,0.1780364344163345,,0.4538251758482484,,2.0,0.0002826455624646693,-0.071757340524997,0.009735636957037809,0.34745858670806296,0.01854340204847051,0.13546249702038887,0.1738322761021111
Bath and North East Somerset 018D,E01014390,13.3,BA13NG,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,38.0,BS105NB,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,118.0,0,,,,,,,,,,,,,1.333333333,0.0001884303749293386,,,,,,
Bath and North East Somerset 019A,E01014431,12.2,BA13NG,1,1.333333333,0.00017131354657587048,,,,,,,,,,,,,,,,,,,,,,,33.7,BS105NB,1,1.333333333,0.0001884303749293386,30,0,60,0,80,0,113.7,0,143.7,0,,,143.7,,-0.7155025001033534,0.2962560487429796,0.13734078498194294,0.062268942608299495,0.5695686635310596,0.1585559664374764,1.333333333,0.0001884303749293386,,0.062268942608299495,,0.2962560487429796,,0.1585559664374764
Bath and North East Somerset 019B,E01014432,13.3,BA13NG,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,93.3,0,,,,,,,,,,,,,2.666666667,0.0003426270932802261,34.8,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,114.8,0,144.8,0,,,144.8,,-0.71241910331948,0.29533387937454303,0.1367899785776769,0.06208685810884801,0.5689703850263266,0.15875541733517895,2.666666667,0.00037686075,,0.06208685810884801,,0.29533387937454303,,0.15875541733517895
Bath and North East Somerset 019C,E01014433,15.5,BA13NG,1,1.0,0.00012848515996402416,30,0,60,0,80,0,95.5,0,125.5,0,189.2,0,249.2,0,-0.5771102774928014,0.0,0.11685757120933021,0.0,0.38785588245083147,0.0,1.0,0.00012848515996402416,36.9,BS105NB,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Bath and North East Somerset 019D,E01014434,13.3,BA13NG,1,1.666666667,0.000214141933316202,30,,60,,80,,93.3,,123.3,,187.0,,247.0,,-0.5841387165923884,,0.11818435424704837,,0.38927148764915054,,1.666666667,0.000214141933316202,33.7,BS105NB,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,113.7,0,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,1.666666667,0.00023553796876766536,0.024874360840749954,,-0.07812087752272823,,-0.29241317494743524,
Bath and North East Somerset 020A,E01014385,20.8,BA13NG,1,1.333333333,0.00017131354657587048,30,0,60,0,80,0,100.8,0,130.8,,,,,,-0.5344524278283935,,0.09823347024709594,,0.6870206347775829,,1.333333333,0.00017131354657587048,30.5,BS105NB,1,1.333333333,0.0001884303749293386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 020B,E01014386,23.0,BA13NG,1,1.0,0.00012848515996402416,30,0,60,0,80,0,103.0,0,133.0,,196.7,,256.7,,-0.5532246716224756,,0.11234199428892028,,0.38304429203975604,,1.0,0.00012848515996402416,32.6,BS105NB,1,1.0,0.00014132278123233464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath and North East Somerset 020C,E01014419,23.0,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,103.0,0,133.0,0,,,,,-0.529613409419682,0.0,0.09739721301195137,0.0,0.6861140689385011,0.0,3.0,0.00038545547989207247,33.7,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,113.7,0,,,,,,,,,,,,,3.0,0.00042396834369700395,,0.0,,0.0,,0.0
Bath and North East Somerset 020D,E01014446,21.9,BA13NG,1,0.666666667,8.565677335217782e-05,30,,60,,80,,101.9,,131.9,,195.6,,255.6,,-0.556720627021126,,0.11300353742578978,,0.3837485845881295,,0.666666667,8.565677335217782e-05,27.3,BS105NB,1,0.666666667,9.42151875353307e-05,30,0,60,0,80,0,107.3,0,137.3,0,,,,,-0.5201430464894439,0.0,0.09575866086467022,0.0,0.6843380411691161,0.0,0.666666667,9.42151875353307e-05,0.01724487656111956,0.0,-0.03657758053168214,0.0,-0.3005894565809866,0.0
Bath and North East Somerset 020E,E01014447,24.1,BS105NB,1,2.666666667,0.0003426270932802261,30,0,60,0,80,0,104.09999999999998,0,134.1,0,,,134.1,,-0.6706869718962779,0.2485400604424387,0.12708763617006996,0.0521504529822443,0.6117443158411587,0.12802615726772873,2.666666667,0.0003426270932802261,24.1,BS105NB,1,2.666666667,0.00037686075,30,0,60,0,80,0,104.1,0,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,2.666666667,0.00037686075,0.030109078067659667,0.0521504529822443,-0.14349467080084788,0.2485400604424387,-0.07391593636183658,0.12802615726772873
Bath and North East Somerset 021A,E01014382,28.4,BA13NG,1,4.333333333,0.0005567690264679429,30,0,60,0,80,0,108.40000000000002,0,138.4,0,202.1,,262.1,,-0.5238448717091901,0.010612397481947504,0.09992515766568909,0.007944086363972303,0.5824532335433726,0.17568123128841076,4.333333333,0.0005567690264679429,33.7,BS105NB,1,4.333333333,0.0006123987186263426,30,0,60,0,80,0,113.7,0,143.7,0,,,143.7,0.0,-0.8202448306201999,0.20948466103369323,0.1593561807697652,0.04403079157564452,0.5135106639982965,0.1121159990655262,4.333333333,0.0006123987186263426,-0.05943102310407612,0.04474169325065938,0.2963999589110098,0.20975329839770387,0.06894256954507616,0.20840799474461902
Bath and North East Somerset 021B,E01014383,33.7,BA13NG,1,1.666666667,0.000214141933316202,30,,60,,80,,113.7,,143.7,,207.4,,267.4,,-0.5193492464028671,,0.10592070057158065,,0.3762194375305024,,1.666666667,0.000214141933316202,36.9,BS105NB,1,1.666666667,0.00023553796876766536,30,0,60,0,80,0,116.9,0,146.9,,,,146.9,,-0.9141262212713848,,0.17939492642679572,,0.4553024719752816,,1.666666667,0.00023553796876766536,-0.07347422585521507,,0.3947769748685177,,-0.07908303444477921,
Bath and North East Somerset 021C,E01014384,23.0,BA13NG,1,1.666666667,0.000214141933316202,30,0,60,0,80,0,103.0,0,133.0,0,,,,,-0.529613409419682,0.0,0.09739721301195137,0.0,0.6861140689385011,0.0,1.666666667,0.000214141933316202,33.7,BS105NB,1,1.666666667,0.00023553796876766536,30,,60,,80,,113.7,,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,1.666666667,0.00023553796876766536,0.0040872196056529475,0.0,-0.02359557035002191,0.0,0.004429406341915354,0.0
Bath and North East Somerset 021D,E01014418,28.4,BA13NG,1,0.666666667,8.565677335217782e-05,30,0,60,0,80,0,108.40000000000002,0,138.4,0,202.1,0,262.1,0,-0.5360990127950895,0.0,0.10909819846709917,0.0,0.379594021191515,0.0,0.666666667,8.565677335217782e-05,39.1,BS105NB,1,0.666666667,9.42151875353307e-05,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0
Bath and North East Somerset 022A,E01014379,18.7,BA13NG,1,3.0,0.00038545547989207247,30,0,60,0,80,0,98.7,0,128.7,0,,,,,-0.5390674957331283,0.0,0.09903040499309557,0.0,0.6878846615841877,0.0,3.0,0.00038545547989207247,36.9,BS105NB,1,3.0,0.00042396834369700395,30,0,60,0,80,0,116.90000000000002,0,146.9,0,,,146.9,,-0.7065341214273176,0.2935795630409894,0.13573808136291063,0.06174010237976721,0.5678279984134205,0.15913512560198825,3.0,0.00042396834369700395,-0.03670767636981506,0.06174010237976721,0.16746662569418935,0.2935795630409894,0.12005666317076724,0.15913512560198825
Bath and North East Somerset 022B,E01014442,19.8,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,99.8,0,129.8,,193.5,,253.5,,-0.5634016651264289,,0.11426719649195877,,0.38509449602297785,,2.0,0.00025697031992804833,41.2,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,121.2,0,151.2,,,,,,-0.48942017259882986,,0.09042546536292018,,0.6785601730025733,,2.0,0.0002826455624646693,0.02384173112903859,,-0.073981492527599,,-0.29346567697959547,
Bath and North East Somerset 022C,E01014443,20.8,BA13NG,1,2.0,0.00025697031992804833,30,0,60,0,80,0,100.8,0,130.8,0,194.5,0,254.5,0,-0.5473357551957079,0.01411297802960343,0.10594940402272517,0.008452381962256244,0.5357369999630639,0.1657229187385719,2.0,0.00025697031992804833,41.2,BS105NB,1,2.0,0.0002826455624646693,30,0,60,0,80,0,121.2,0,151.2,,,,,,-0.48942017259882986,,0.09042546536292018,,0.6785601730025733,,2.0,0.0002826455624646693,0.01552393865980499,0.008452381962256244,-0.05791558259687801,0.01411297802960343,-0.14282317303950942,0.1657229187385719
Bath and North East Somerset 022D,E01014444,19.8,BA13NG,1,3.333333333,0.0004282838665039188,,,,,,,,,,,,,,,,,,,,,,,41.2,BS105NB,1,3.333333333,0.00047107593739400795,30,0,60,0,80,0,121.2,0,151.2,,,,151.2,,-0.8995602236638227,,0.1767400538605431,,0.4524157872791064,,3.333333333,0.00047107593739400795,,,,,,
Bath and North East Somerset 022E,E01014445,21.9,BA13NG,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,,43.4,BS105NB,1,1.666666667,0.00023553796876766536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
