property,,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,
Swindon 019D,E01015497,30.0,,60.0,,80.0,,128.8,,158.8,,,,,,-0.47255284346186266,,0.08748605305968316,,0.6753776355447402,,1.0,0.00014132278123233464
Swindon 020D,E01015541,30.0,,60.0,,80.0,,132.0,,162.0,,,,162.0,,-0.8631218628884829,,0.17007902762582455,,0.4451800323195305,,2.0,0.0002826455624646693
Swindon 020E,E01015542,30.0,0.0,60.0,0.0,80.0,0.0,132.0,0.0,162.0,0.0,,,162.0,,-0.6642791598438766,0.2812060474246081,0.12816125457985897,0.05928068314608189,0.5596063835817936,0.16182329784796018,2.333333333,0.0003297531561616733
Swindon 021A,E01015478,30.0,,60.0,,80.0,,126.6,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05
Swindon 021B,E01015498,30.0,0.0,60.0,0.0,80.0,0.0,126.6,0.0,156.6,,,,,,-0.4774404464975188,,0.08833863050728852,,0.6763005807447856,,1.0,0.00014132278123233464
Swindon 021D,E01015532,30.0,,60.0,,80.0,,127.7,,,,,,,,,,,,,,1.333333333,0.0001884303749293386
Swindon 021F,E01032707,30.0,,60.0,,80.0,,128.8,,158.8,,,,,,-0.47255284346186266,,0.08748605305968316,,0.6753776355447402,,1.666666667,0.00023553796876766536
Swindon 022A,E01015501,30.0,,60.0,,80.0,,123.4,,153.4,,,,153.4,,-0.8921205573369564,,0.1753823343875513,,0.4509401033455743,,2.333333333,0.0003297531561616733
Swindon 022B,E01015502,30.0,,60.0,,80.0,,124.5,,154.5,,,,,,-0.4821021292411498,,0.08915116714130944,,0.6771802959911961,,1.666666667,0.00023553796876766536
Swindon 022C,E01015503,30.0,0.0,60.0,0.0,80.0,0.0,124.5,0.0,,,,,,,,,,,,,2.666666667,0.00037686075
Swindon 022D,E01015569,30.0,,60.0,,80.0,,126.6,,156.6,,,,,,-0.4774404464975188,,0.08833863050728852,,0.6763005807447856,,1.333333333,0.0001884303749293386
Swindon 022E,E01015570,30.0,0.0,60.0,0.0,80.0,0.0,126.6,0.0,156.6,0.0,,,156.6,,-0.6793775793804878,0.28558223206983263,0.13087342461202858,0.06015328269567057,0.5625478906225334,0.1608705971273132,2.333333333,0.0003297531561616733
Swindon 022F,E01015571,30.0,,60.0,,80.0,,127.7,,157.7,,,,157.7,,-0.8776044666573588,,0.17272982861865133,,0.4480583256898204,,1.666666667,0.00023553796876766536
Swindon 024A,E01015533,30.0,0.0,60.0,0.0,80.0,0.0,132.0,0.0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,4.333333333,0.0006123987186263426
Swindon 024B,E01015534,30.0,0.0,60.0,0.0,80.0,0.0,129.8,0.0,159.8,0.0,,,159.8,,-0.6704286205849651,0.2829823526120952,0.12926654693363446,0.05963524292614409,0.5608049320182271,0.1614363410587851,4.0,0.0005652911249293386
Swindon 024D,E01015536,30.0,0.0,60.0,0.0,80.0,0.0,129.8,0.0,159.8,,,,159.8,,-0.8705273610731004,,0.17143503160441803,,0.44665220052561583,,3.333333333,0.00047107593739400795
Swindon 025A,E01015583,30.0,0.0,60.0,0.0,80.0,0.0,134.1,0.0,164.1,,,,,,-0.4607617527191552,,0.0854264631431253,,0.6731485822047355,,2.0,0.0002826455624646693
Swindon 025B,E01015584,30.0,0.0,60.0,0.0,80.0,0.0,128.8,0.0,,,,,,,,,,,,,4.333333333,0.0006123987186263426
Swindon 025C,E01015585,30.0,0.0,60.0,0.0,80.0,0.0,128.8,0.0,158.8,0.0,,,,,-0.47255284346186266,0.0,0.08748605305968316,0.0,0.6753776355447402,0.0,2.666666667,0.00037686075
Swindon 025D,E01015586,30.0,0.0,60.0,0.0,80.0,0.0,127.7,0.0,157.7,0.0,,,157.7,0.0,-0.6763008068618683,0.23244544434356657,0.13032117138100038,0.048969299344256687,0.5619488023794508,0.1315093947497858,5.333333333,0.0007537214998586772
Swindon 025E,E01015587,30.0,0.0,60.0,0.0,80.0,0.0,128.8,0.0,158.8,0.0,,,158.8,0.0,-0.7401152228497031,0.2317158176468798,0.1438630510789214,0.04882391247376529,0.5233403311138819,0.13166816796003164,5.0,0.0007066139061616733
Swindon 026B,E01032700,30.0,0.0,60.0,0.0,80.0,0.0,130.9,0.0,160.9,0.0,,,,,-0.4678836667235644,0.0,0.08667094385199925,0.0,0.6744953691599396,0.0,1.333333333,0.0001884303749293386
Swindon 026C,E01032703,30.0,,60.0,,80.0,,130.9,,,,,,,,,,,,,,0.333333333,4.710759369700396e-05
Swindon 027A,E01032701,30.0,0.0,60.0,0.0,80.0,0.0,130.9,0.0,160.9,,,,,,-0.4678836667235644,,0.08667094385199925,,0.6744953691599396,,0.666666667,9.42151875353307e-05
Swindon 027B,E01032702,30.0,0.0,60.0,0.0,80.0,0.0,132.0,0.0,162.0,0.0,,,162.0,,-0.6642791598438766,0.2812060474246081,0.12816125457985897,0.05928068314608189,0.5596063835817936,0.16182329784796018,1.333333333,0.0001884303749293386
Swindon 028C,E01015512,30.0,0.0,60.0,0.0,80.0,0.0,133.1,0.0,163.1,0.0,,,,,-0.4629882529293985,0.0,0.08581567558937442,0.0,0.6735697612155166,0.0,0.666666667,9.42151875353307e-05
Taunton Deane 001A,E01029258,30.0,0.0,60.0,0.0,80.0,0.0,151.3,0.0,181.3,0.0,,,181.3,,-0.5163897644866772,0.1881002451553273,0.09856713995928607,0.0397586591287159,0.6074730217238989,0.11677595130300403,4.0,0.0005652911249293386
Taunton Deane 001B,E01029259,30.0,0.0,60.0,0.0,80.0,0.0,152.4,0.0,182.4,0.0,,,182.4,,-0.5448764251160029,0.21650983305274749,0.10467924064067136,0.04576982141233962,0.5874541509115407,0.13499262463797762,3.0,0.00042396834369700395
Taunton Deane 001C,E01029260,30.0,,60.0,,80.0,,150.2,,,,,,,,,,,,,,1.0,0.00014132278123233464
Taunton Deane 002A,E01029276,30.0,0.0,60.0,0.0,80.0,0.0,143.8,0.0,173.8,0.0,,,173.8,0.0,-0.6313381764001599,0.22195145840299468,0.12222539928484993,0.04686811613568262,0.5531748049184125,0.13379967438923931,4.666666667,0.0006595063124646694
Taunton Deane 002B,E01029278,30.0,,60.0,,80.0,,145.9,,175.9,,,,,,-0.4344278483946118,,0.08081240125504607,,0.6681577062344838,,3.0,0.00042396834369700395
Taunton Deane 002C,E01029290,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.7,,,,172.7,,-0.8272313711791721,,0.16349095440904104,,0.43803411155903765,,4.333333333,0.0006123987186263426
Taunton Deane 002D,E01029306,30.0,0.0,60.0,0.0,80.0,0.0,143.8,0.0,173.8,,,,,,-0.43912257501616137,,0.08163642008382943,,0.6690487219575799,,3.666666667,0.0005181835312323347
Taunton Deane 003A,E01029267,30.0,0.0,60.0,0.0,80.0,0.0,156.7,0.0,186.7,0.0,,,186.7,,-0.5954125878673425,0.2618897722847045,0.11572290580852837,0.05539169812414458,0.5461399162831098,0.1660519793564436,5.0,0.0007066139061616733
Taunton Deane 003B,E01029320,30.0,0.0,60.0,0.0,80.0,0.0,158.8,0.0,188.8,,,,,,-0.4055125695312165,,0.07572346179433365,,0.6626580500082441,,3.333333333,0.00047107593739400795
Taunton Deane 003C,E01029321,30.0,0.0,60.0,0.0,80.0,0.0,161.0,0.0,191.0,0.0,,,191.0,0.0,-0.6444217155788446,0.2111831935132305,0.12645314514114628,0.04468881384540932,0.5044875624552464,0.136163529644595,3.333333333,0.00047107593739400795
Taunton Deane 004A,E01029297,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.69999999999996,0.0,,,172.7,,-0.5701306656377819,0.22265574232974653,0.10920868730868949,0.0470098222839167,0.5923546782776848,0.13364553110475985,3.0,0.00042396834369700395
Taunton Deane 004B,E01029298,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.7,0.0,,,,,-0.44158031286708677,0.0,0.08206755375851371,0.0,0.6695149616370085,0.0,3.333333333,0.00047107593739400795
Taunton Deane 004D,E01029305,30.0,0.0,60.0,0.0,80.0,0.0,143.8,0.0,173.8,0.0,,,,,-0.43912257501616137,0.0,0.08163642008382943,0.0,0.6690487219575799,0.0,2.333333333,0.0003297531561616733
Taunton Deane 004E,E01029307,30.0,0.0,60.0,0.0,80.0,0.0,143.8,0.0,,,,,,,,,,,,,1.333333333,0.0001884303749293386
Taunton Deane 005A,E01029271,30.0,0.0,60.0,0.0,80.0,0.0,145.9,0.0,175.9,0.0,,,175.9,,-0.5299556950943212,0.19105569339941875,0.10099008046920557,0.040355358428319,0.6100937447570338,0.11612792295490003,5.333333333,0.0007537214998586772
Taunton Deane 005C,E01029274,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,0.0,,,171.6,,-0.5729951321295834,0.22336189534880208,0.10972145322720855,0.04715180385105675,0.5929097809873678,0.1334910393273181,4.666666667,0.0006595063124646694
Taunton Deane 005D,E01029275,30.0,0.0,60.0,0.0,80.0,0.0,140.6,0.0,170.6,0.0,,,,,-0.44626966496227394,0.0,0.08288968039581612,0.0,0.6704041307541535,0.0,3.0,0.00042396834369700395
Taunton Deane 005E,E01029279,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,177.0,,-0.5589342939007071,0.21991327396650617,0.10720250124389674,0.04645745401854792,0.5901834820946683,0.1342460967027651,1.0,0.00014132278123233464
Taunton Deane 006B,E01029291,30.0,,60.0,,80.0,,140.6,,170.6,,,,,,-0.44626966496227394,,0.08288968039581612,,0.6704041307541535,,3.666666667,0.0005181835312323347
Taunton Deane 006C,E01029294,30.0,,60.0,,80.0,,140.6,,,,,,,,,,,,,,1.0,0.00014132278123233464
Taunton Deane 006D,E01029317,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,0.0,,,,,-0.4440370817232475,0.0,0.0824983465810245,0.0,0.6699808684773978,0.0,3.0,0.00042396834369700395
Taunton Deane 006E,E01029318,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.69999999999996,0.0,,,,,-0.44158031286708677,0.0,0.08206755375851371,0.0,0.6695149616370085,0.0,5.0,0.0007066139061616733
Taunton Deane 007A,E01029285,30.0,,60.0,,80.0,,141.6,,,,,,,,,,,,,,3.0,0.00042396834369700395
Taunton Deane 007B,E01029287,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,,,,,,,,,,,,,1.666666667,0.00023553796876766536
Taunton Deane 007D,E01029289,30.0,,60.0,,80.0,,141.6,,171.6,,,,171.6,,-0.8309112329422552,,0.16416766651957665,,0.43876760600730774,,3.0,0.00042396834369700395
Taunton Deane 007E,E01029299,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,0.0,,,171.6,0.0,-0.8309112329422552,0.0,0.16416766651957665,0.0,0.43876760600730774,0.0,3.666666667,0.0005181835312323347
Taunton Deane 007F,E01029300,30.0,,60.0,,80.0,,142.7,,,,,,,,,,,,,,2.0,0.0002826455624646693
Taunton Deane 008A,E01029256,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,,,,,,-0.4319673059777729,,0.08038027766042344,,0.6676905021636663,,6.0,0.0008479366873940079
Taunton Deane 008B,E01029257,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,,,-0.4319673059777729,0.0,0.08038027766042344,0.0,0.6676905021636663,0.0,5.333333333,0.0007537214998586772
Taunton Deane 008D,E01029277,30.0,0.0,60.0,0.0,80.0,0.0,144.9,0.0,174.9,,,,174.9,,-0.8198784579089571,,0.1621379405190781,,0.4365679380701173,,1.0,0.00014132278123233464
Taunton Deane 008E,E01032651,30.0,,60.0,,80.0,,149.2,,179.2,,,,179.2,,-0.8055332081766853,,0.15949503998411924,,0.4337054569080949,,1.0,0.00014132278123233464
Taunton Deane 008F,E01032652,30.0,,60.0,,80.0,,149.2,,179.2,,,,,,-0.4270433461344765,,0.07951501161898356,,0.6667551041935114,,2.333333333,0.0003297531561616733
Taunton Deane 009A,E01029280,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,0.0,,,171.6,,-0.6374741573327514,0.27356133579275016,0.12333300655030058,0.05774892994344393,0.5543742372423528,0.16349246579286572,2.666666667,0.00037686075
Taunton Deane 009B,E01029281,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,0.0,,,,,-0.4440370817232475,0.0,0.0824983465810245,0.0,0.6699808684773978,0.0,3.666666667,0.0005181835312323347
Taunton Deane 009C,E01029283,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.7,0.0,,,172.7,0.0,-0.8272313711791721,0.0,0.16349095440904104,0.0,0.43803411155903765,0.0,1.666666667,0.00023553796876766536
Taunton Deane 009D,E01029292,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,,,,,,-0.4440370817232475,,0.0824983465810245,,0.6699808684773978,,3.333333333,0.00047107593739400795
Taunton Deane 009E,E01029293,30.0,0.0,60.0,0.0,80.0,0.0,140.6,0.0,170.6,,,,,,-0.44626966496227394,,0.08288968039581612,,0.6704041307541535,,2.333333333,0.0003297531561616733
Taunton Deane 010A,E01029266,30.0,0.0,60.0,0.0,80.0,0.0,145.9,0.0,175.9,0.0,,,175.9,0.0,-0.7401169578336818,0.17088540717178327,0.14538097474035647,0.03609492988083614,0.48235302950664377,0.10386797192520583,6.0,0.0008479366873940079
Taunton Deane 010B,E01029284,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,,,,,,,,,,,,,3.666666667,0.0005181835312323347
Taunton Deane 010C,E01029286,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,,,,171.6,,-0.8309112329422552,,0.16416766651957665,,0.43876760600730774,,3.333333333,0.00047107593739400795
Taunton Deane 010D,E01029301,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.7,0.0,,,172.7,,-0.6344058420231294,0.2726964785042442,0.12277925408377738,0.05757503874725702,0.5537745365980231,0.16368167880495976,6.333333333,0.0008950442810910118
Taunton Deane 010E,E01029303,30.0,0.0,60.0,0.0,80.0,0.0,144.9,0.0,174.9,0.0,,,174.9,,-0.5644020664330772,0.22124904508529017,0.10818261073744223,0.046726686260463744,0.5912440794352172,0.13395346778152953,6.333333333,0.0008950442810910118
Taunton Deane 011A,E01029263,30.0,,60.0,,80.0,,147.0,,,,,,,,,,,,,,0.666666667,9.42151875353307e-05
Taunton Deane 011B,E01029264,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,177.0,0.0,-0.5589342939007071,0.19669641189745704,0.10720250124389674,0.04155281009881757,0.5901834820946683,0.12007335917655729,5.333333333,0.0007537214998586772
Taunton Deane 011C,E01029265,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,,,-0.4319673059777729,0.0,0.08038027766042344,0.0,0.6676905021636662,0.0,4.333333333,0.0006123987186263426
Taunton Deane 011D,E01029302,30.0,0.0,60.0,0.0,80.0,0.0,143.8,0.0,173.8,0.0,,,,,-0.4391225750161613,0.0,0.08163642008382943,0.0,0.6690487219575799,0.0,5.333333333,0.0007537214998586772
Taunton Deane 011E,E01029308,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,,,-0.4319673059777729,0.0,0.08038027766042344,0.0,0.6676905021636663,0.0,6.0,0.0008479366873940079
Taunton Deane 012A,E01029309,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,,,,177.0,,-0.8128682697465757,,0.16084694841084335,,0.4351694419566724,,2.666666667,0.00037686075
Taunton Deane 012B,E01029311,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,0.0,-0.6573220772213715,0.20796685265843148,0.12808167881127375,0.043940005574884734,0.5275515710422622,0.1275019578475485,3.333333333,0.00047107593739400795
Taunton Deane 012C,E01029312,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,,,-0.4295058043926192,0.0,0.0799478143507395,0.0,0.6672229679206125,0.0,2.666666667,0.00037686075
Taunton Deane 012D,E01029313,30.0,,60.0,,80.0,,149.2,,,,,,,,,,,,,,1.0,0.00014132278123233464
Taunton Deane 012E,E01029316,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,,,-0.4295058043926192,0.0,0.0799478143507395,0.0,0.6672229679206125,0.0,4.666666667,0.0006595063124646694
Taunton Deane 013A,E01029262,30.0,0.0,60.0,0.0,80.0,0.0,150.2,0.0,180.2,0.0,,,180.2,0.0,-0.6606777982875166,0.19532212800312038,0.12897092831574916,0.041279446852808224,0.520523801740852,0.12073857909616466,6.0,0.0008479366873940079
Taunton Deane 013B,E01029269,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,0.0,-0.5379897438348822,0.18527159772703528,0.10286870218908914,0.03914486819860847,0.6007127789309219,0.11358777200200465,6.666666667,0.0009421518749293386
Taunton Deane 013C,E01029310,30.0,0.0,60.0,0.0,80.0,0.0,148.1,0.0,178.1,0.0,,,178.1,0.0,-0.6826349964245662,0.21921631073909564,0.13342988597355532,0.04631683267237734,0.5120325269446678,0.13439886430967768,3.333333333,0.00047107593739400795
Taunton Deane 013D,E01029314,30.0,0.0,60.0,0.0,80.0,0.0,150.2,0.0,180.2,0.0,,,180.2,,-0.5191534710994838,0.18869910291737702,0.09906112750483177,0.03987973441455653,0.6080072136149577,0.1166445491654743,4.666666667,0.0006595063124646694
Taunton Deane 013E,E01029315,30.0,0.0,60.0,0.0,80.0,0.0,149.2,0.0,179.2,0.0,,,179.2,,-0.6162882771555809,0.2676327480604067,0.1195050258015514,0.05655442041647986,0.5502302805508031,0.16479098594865105,3.333333333,0.00047107593739400795
Taunton Deane 014A,E01029261,30.0,0.0,60.0,0.0,80.0,0.0,154.5,0.0,184.5,0.0,,,184.5,0.0,-0.6636552780313206,0.2151985085789811,0.12996871639582888,0.04550424410076517,0.5082876709652383,0.13528060253242,4.0,0.0005652911249293386
Taunton Deane 014B,E01029270,30.0,0.0,60.0,0.0,80.0,0.0,147.0,0.0,177.0,0.0,,,177.0,,-0.5589342939007071,0.21991327396650617,0.10720250124389674,0.04645745401854792,0.5901834820946683,0.13424609670276508,8.0,0.0011305822498586771
Taunton Deane 014C,E01029295,30.0,,60.0,,80.0,,143.8,,173.8,,,,,,-0.43912257501616137,,0.08163642008382943,,0.6690487219575799,,1.666666667,0.00023553796876766536
Taunton Deane 014D,E01029296,30.0,0.0,60.0,0.0,80.0,0.0,143.8,0.0,173.80000000000004,0.0,,,,,-0.43912257501616137,0.0,0.08163642008382943,0.0,0.6690487219575799,0.0,4.666666667,0.0006595063124646694
Teignbridge 001A,E01020243,30.0,0.0,60.0,0.0,80.0,0.0,136.3,0.0,166.3,,,,,,-0.4558605779209224,,0.08456919798662266,,0.6722210056299275,,1.333333333,0.0001884303749293386
Teignbridge 001B,E01020262,30.0,0.0,60.0,0.0,80.0,0.0,143.8,0.0,173.8,,,,,,-0.43912257501616137,,0.08163642008382943,,0.6690487219575799,,2.333333333,0.0003297531561616733
Teignbridge 001C,E01020263,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.7,,,,,,-0.44158031286708677,,0.08206755375851371,,0.6695149616370085,,2.666666667,0.00037686075
Teignbridge 001D,E01020274,30.0,,60.0,,80.0,,133.1,,163.1,,,,,,-0.4629882529293985,,0.08581567558937442,,0.6735697612155166,,0.666666667,9.42151875353307e-05
Teignbridge 002A,E01020240,30.0,,60.0,,80.0,,136.3,,166.3,,,,166.3,,-0.8486731024579188,,0.1674300407220079,,0.4423054117434806,,3.0,0.00042396834369700395
Teignbridge 002B,E01020241,30.0,0.0,60.0,0.0,80.0,0.0,132.0,0.0,162.0,,,,,,-0.46543645679927037,,0.08624348153389338,,0.6740327348440567,,3.333333333,0.00047107593739400795
Teignbridge 002C,E01020242,30.0,0.0,60.0,0.0,80.0,0.0,135.2,0.0,165.2,0.0,,,165.2,,-0.5568252580029036,0.1970271989567848,0.10577537893882107,0.04155475394304056,0.6152738269137346,0.11482227140817043,2.333333333,0.0003297531561616733
Teignbridge 002D,E01020244,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.7,,,,172.7,,-0.8272313711791721,,0.16349095440904104,,0.43803411155903765,,2.333333333,0.0003297531561616733
Teignbridge 002E,E01020245,30.0,,60.0,,80.0,,140.6,,170.6,,,,,,-0.44626966496227394,,0.08288968039581612,,0.6704041307541535,,4.0,0.0005652911249293386
Teignbridge 003A,E01020205,30.0,0.0,60.0,0.0,80.0,0.0,125.5,0.0,155.5,0.0,,,155.5,0.0,-0.7499790085237393,0.23391023077071782,0.14564594631814357,0.04926086249533555,0.5252753800857978,0.13119086274611513,3.666666667,0.0005181835312323347
Teignbridge 003B,E01020258,30.0,0.0,60.0,0.0,80.0,0.0,133.1,0.0,163.1,0.0,,,163.1,,-0.6612053430079765,0.2803212970832545,0.12760843919840528,0.05910389310494419,0.5590070341951638,0.16201616229462945,3.0,0.00042396834369700395
Teignbridge 003C,E01020259,30.0,0.0,60.0,0.0,80.0,0.0,127.7,0.0,,,,,,,,,,,,,1.333333333,0.0001884303749293386
Teignbridge 004A,E01020203,30.0,0.0,60.0,0.0,80.0,0.0,125.5,0.0,155.5,0.0,,,155.5,0.0,-0.8850271432254209,0.0,0.17408671854033866,0.0,0.4495323001641089,0.0,5.666666667,0.000800829093697004
Teignbridge 004B,E01020206,30.0,0.0,60.0,0.0,80.0,0.0,124.5,0.0,154.5,0.0,,,,,-0.4821021292411498,0.0,0.08915116714130944,0.0,0.6771802959911961,0.0,3.666666667,0.0005181835312323347
Teignbridge 004C,E01020220,30.0,0.0,60.0,0.0,80.0,0.0,125.5,0.0,155.5,0.0,,,155.5,,-0.6824549411728987,0.2864803555024597,0.13142556020704602,0.06033198870148849,0.5631469200466421,0.16067533632174247,4.666666667,0.0006595063124646694
Teignbridge 004D,E01020221,30.0,0.0,60.0,0.0,80.0,0.0,125.5,0.0,155.5,0.0,,,155.5,0.0,-0.6419405007623944,0.22190672917532137,0.12289332854038748,0.046732957496887786,0.5858698440231488,0.12445858034407684,4.666666667,0.0006595063124646694
Teignbridge 004E,E01020222,30.0,,60.0,,80.0,,125.5,,,,,,,,,,,,,,0.333333333,4.710759369700396e-05
Teignbridge 004F,E01020223,30.0,0.0,60.0,0.0,80.0,0.0,124.5,0.0,154.5,0.0,,,,,-0.4821021292411498,0.0,0.08915116714130944,0.0,0.6771802959911962,0.0,3.0,0.00042396834369700395
Teignbridge 005A,E01020229,30.0,0.0,60.0,0.0,80.0,0.0,145.9,0.0,175.9,0.0,,,,,-0.4344278483946118,0.0,0.08081240125504607,0.0,0.6681577062344838,0.0,5.0,0.0007066139061616733
Teignbridge 005B,E01020230,30.0,,60.0,,80.0,,142.7,,,,,,,,,,,,,,2.666666667,0.00037686075
Teignbridge 005C,E01020231,30.0,,60.0,,80.0,,142.7,,,,,,,,,,,,,,2.0,0.0002826455624646693
Teignbridge 005D,E01020232,30.0,0.0,60.0,0.0,80.0,0.0,142.7,0.0,172.69999999999996,0.0,,,,,-0.44158031286708677,0.0,0.08206755375851371,0.0,0.6695149616370085,0.0,3.666666667,0.0005181835312323347
Teignbridge 006A,E01020228,30.0,0.0,60.0,0.0,80.0,0.0,141.6,0.0,171.6,0.0,,,171.6,0.0,-0.6374741573327514,0.22336189534880208,0.12333300655030058,0.04715180385105675,0.5543742372423528,0.1334910393273181,5.333333333,0.0007537214998586772
Teignbridge 006B,E01020233,30.0,0.0,60.0,0.0,80.0,0.0,138.4,0.0,,,,,,,,,,,,,4.333333333,0.0006123987186263426
Teignbridge 006C,E01020234,30.0,0.0,60.0,0.0,80.0,0.0,140.6,0.0,170.6,0.0,,,170.6,,-0.6402640954051014,0.27434955455709065,0.1238363282148355,0.057907304679371926,0.554919391123183,0.16332008503324416,2.333333333,0.0003297531561616733
Teignbridge 006D,E01020235,30.0,0.0,60.0,0.0,80.0,0.0,139.5,0.0,169.5,0.0,,,169.5,,-0.5784639524513332,0.22471519022923225,0.11069986220231555,0.04742362126458729,0.5939691516095279,0.1331951378446297,4.0,0.0005652911249293386
Teignbridge 007A,E01020202,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,,,152.3,0.0,-0.7936249428916078,0.2044287345241047,0.15454611848398614,0.04303004880716967,0.508283519010769,0.1132113598379168,8.0,0.0011305822498586771
Teignbridge 007B,E01020204,30.0,0.0,60.0,0.0,80.0,0.0,121.2,0.0,151.2,0.0,,,151.2,,-0.6944901981313263,0.29001281134425333,0.13358275961173163,0.061033630841995534,0.5654879801408399,0.15990822867232968,2.666666667,0.00037686075
Teignbridge 007C,E01020236,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,,,,,-0.48698184110545073,0.0,0.0900010452732316,0.0,0.6781005587676442,0.0,3.0,0.00042396834369700395
Teignbridge 007D,E01020237,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,,,,,-0.48698184110545073,0.0,0.0900010452732316,0.0,0.6781005587676442,0.0,4.333333333,0.0006123987186263426
Teignbridge 008A,E01020265,30.0,0.0,60.0,0.0,80.0,0.0,136.3,0.0,166.3,0.0,,,166.3,0.0,-0.71773559427892,0.22679041678249137,0.13980975981021282,0.04783972985855391,0.518943943038963,0.13274183002123274,3.666666667,0.0005181835312323347
Teignbridge 008B,E01020266,30.0,0.0,60.0,0.0,80.0,0.0,135.2,0.0,165.2,0.0,,,165.2,0.0,-0.7210145904668911,0.22750741271075528,0.14040434055802153,0.04798329675024626,0.5195886007402591,0.13258533861294292,3.333333333,0.00047107593739400795
Teignbridge 008C,E01020267,30.0,0.0,60.0,0.0,80.0,0.0,136.3,0.0,166.3,0.0,,,166.3,,-0.6522668401894206,0.27776039983511724,0.12599961935431528,0.05859146379302298,0.557263208686704,0.16257487553763889,5.333333333,0.0007537214998586772
Teignbridge 008D,E01020268,30.0,0.0,60.0,0.0,80.0,0.0,137.4,0.0,167.4,,,,,,-0.4534085134843773,,0.08414005148508674,,0.6717567119030066,,3.666666667,0.0005181835312323347
Teignbridge 008E,E01020270,30.0,0.0,60.0,0.0,80.0,0.0,136.3,0.0,166.3,0.0,,,,,-0.4558605779209224,0.0,0.08456919798662266,0.0,0.6722210056299275,0.0,2.666666667,0.00037686075
Teignbridge 009A,E01020250,30.0,0.0,60.0,0.0,80.0,0.0,127.7,0.0,157.7,0.0,,,157.7,,-0.6763008068618683,0.2846863658381222,0.13032117138100038,0.05997489822751788,0.5619488023794508,0.16106545675961212,5.666666667,0.000800829093697004
Teignbridge 009B,E01020252,30.0,0.0,60.0,0.0,80.0,0.0,127.7,0.0,,,,,,,,,,,,,4.0,0.0005652911249293386
Teignbridge 009C,E01020253,30.0,,60.0,,80.0,,127.7,,,,,,,,,,,,,,1.0,0.00014132278123233464
Teignbridge 009D,E01020254,30.0,,60.0,,80.0,,126.6,,156.6,,,,156.6,,-0.8813147122634568,,0.17340821871676865,,0.4487952005002811,,1.666666667,0.00023553796876766536
