property,,unit_travel_time,unit_postcode,selected,admissions,relative_frequency,time_ambulance_called,time_ambulance_called,time_ambulance_arrival,time_ambulance_arrival,time_ambulance_leaves_scene,time_ambulance_leaves_scene,time_admitting_unit_arrival,time_admitting_unit_arrival,time_needle,time_needle,time_transfer_unit_arrival,time_transfer_unit_arrival,time_puncture,time_puncture,mRS shift,mRS shift,utility_shift,utility_shift,mRS 0-2,mRS 0-2,reference_admissions,reference_relative_frequency
subtype,,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,,
lsoa,lsoa_code,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 009D,E01031915,30.5,SN36BB,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,110.5,,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,1.666666667,0.000214141933316202
Wiltshire 009E,E01031919,29.4,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,,,,,,-0.5155121201643273,,0.09495649435213915,,0.6834687140855377,,3.333333333,0.0004282838665039188
Wiltshire 009F,E01031920,30.5,SN36BB,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 010A,E01031905,30.5,BA13NG,1,0.666666667,8.565677335217782e-05,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,,204.2,,264.2,,-0.5294553443737078,,0.10783844282844307,,0.37825550832132593,,0.666666667,8.565677335217782e-05
Wiltshire 010B,E01031906,29.4,BA13NG,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,203.1,0.0,263.1,0.0,-0.532934221083595,0.0,0.10849819339575434,0.0,0.3789564042179554,0.0,1.333333333,0.00017131354657587048
Wiltshire 010C,E01031908,30.5,SN36BB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,110.5,,,,,,,,,,,,,,1.0,0.00012848515996402416
Wiltshire 010D,E01031909,30.5,BA13NG,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,1.333333333,0.00017131354657587048
Wiltshire 010E,E01031925,30.5,SN36BB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,2.0,0.00025697031992804833
Wiltshire 010F,E01031926,31.6,SN36BB,1,0.333333333,4.2828386611846335e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 010G,E01031927,30.5,BA13NG,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,110.5,,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,1.333333333,0.00017131354657587048
Wiltshire 011A,E01031911,31.6,SN36BB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,2.333333333,0.00029979870653989467
Wiltshire 011B,E01031912,31.6,SN36BB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,0.0,221.4,0.0,281.4,0.0,-0.4871423767535446,0.020363891538676033,0.09641037053740498,0.0019880533612642794,0.47242803943968603,0.1819766833669697,2.666666667,0.0003426270932802261
Wiltshire 011C,E01031913,31.6,BA13NG,1,1.666666667,0.000214141933316202,30.0,,60.0,,80.0,,111.6,,,,,,,,,,,,,,1.666666667,0.000214141933316202
Wiltshire 011D,E01031917,32.6,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,,,,,,-0.5084481253699789,,0.09373169842885942,,0.6821415581757908,,3.333333333,0.0004282838665039188
Wiltshire 011E,E01031918,32.6,SN36BB,1,5.333333333,0.000685254186431967,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,0.0,222.4,,282.4,,-0.4903543655047373,0.02558844059574656,0.0953471579030957,0.0022846046979290496,0.5244380466875522,0.22302644478052822,5.333333333,0.000685254186431967
Wiltshire 011F,E01031928,30.5,BA13NG,1,1.0,0.00012848515996402416,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,0.0,204.2,0.0,264.2,0.0,-0.5294553443737078,0.0,0.10783844282844307,0.0,0.37825550832132593,0.0,1.0,0.00012848515996402416
Wiltshire 012A,E01031841,17.6,SN36BB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,0.0,207.4,,267.4,,-0.5359498227505601,0.01106705089846205,0.10106567670884103,0.003236682575159744,0.6103074043615683,0.15605864455404392,2.666666667,0.0003426270932802261
Wiltshire 012B,E01031868,16.5,SN36BB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,96.5,,126.5,,206.3,,266.3,,-0.5228208209494549,,0.10657966593889923,,0.37691884781277096,,1.333333333,0.00017131354657587048
Wiltshire 012C,E01031873,21.9,SN36BB,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,101.90000000000002,0.0,131.9,0.0,211.7,,271.7,,-0.525475753587157,0.013115398022160012,0.09919848157802506,0.0027659288616391497,0.6082982350693265,0.15653858984595462,3.666666667,0.00047111225324425026
Wiltshire 012D,E01031874,24.1,SN36BB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,1.666666667,0.000214141933316202
Wiltshire 012E,E01031884,23.0,SN36BB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,,212.8,,272.8,,-0.5023434217619993,,0.10268976185142764,,0.37279349555889874,,2.0,0.00025697031992804833
Wiltshire 013A,E01031891,34.8,SN36BB,1,7.0,0.0008993961197481691,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,224.6,,284.6,,-0.49403830098694324,0.019096427025335094,0.09357926612530702,0.0013826518779270491,0.6022585274648842,0.1579377794184957,7.0,0.0008993961197481691
Wiltshire 013B,E01031904,42.3,SN36BB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,232.1,,292.1,,-0.47200771316886875,0.02593595038519648,0.09040016120097706,0.0006912890649651246,0.5722853601139641,0.18327730028116776,2.333333333,0.00029979870653989467
Wiltshire 013C,E01031937,29.4,SN36BB,1,0.666666667,8.565677335217782e-05,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,,,,,,,,,,,,,0.666666667,8.565677335217782e-05
Wiltshire 013D,E01031938,32.6,SN36BB,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,112.6,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Wiltshire 014A,E01031916,33.7,SN36BB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,,,,,-0.5060178390696601,0.0,0.09330999340629842,0.0,0.6816846625965858,0.0,2.0,0.00025697031992804833
Wiltshire 014B,E01031921,33.7,SN36BB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 014C,E01031922,34.8,SN36BB,1,0.666666667,8.565677335217782e-05,30.0,,60.0,,80.0,,114.8,,144.8,,,,,,-0.5035865144996108,,0.0928879401863435,,0.681227417174132,,0.666666667,8.565677335217782e-05
Wiltshire 014D,E01031923,34.8,SN36BB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 014E,E01031924,34.8,SN36BB,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 015A,E01031895,31.6,SN36BB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,111.6,,141.6,,,,,,-0.5106565732767505,,0.09411476425082643,,0.6825566136959965,,1.333333333,0.00017131354657587048
Wiltshire 015B,E01031896,31.6,SN36BB,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,111.59999999999998,0.0,141.6,0.0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,2.333333333,0.00029979870653989467
Wiltshire 015C,E01031897,32.6,SN36BB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,,222.4,,282.4,,-0.4722606056394958,,0.09696261737733197,,0.36673453519931365,,3.0,0.00038545547989207247
Wiltshire 015D,E01031898,31.6,SN36BB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,0.0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,2.666666667,0.0003426270932802261
Wiltshire 015F,E01032690,31.6,SN36BB,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 015G,E01032691,31.6,SN36BB,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,0.0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,1.333333333,0.00017131354657587048
Wiltshire 016A,E01031900,33.7,SN36BB,1,3.666666667,0.00047111225324425026,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,,,,,-0.5060178390696601,0.0,0.09330999340629842,0.0,0.6816846625965858,0.0,3.666666667,0.00047111225324425026
Wiltshire 016B,E01031901,33.7,SN36BB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,113.7,,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,2.0,0.00025697031992804833
Wiltshire 016C,E01031902,32.6,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,,,,,,-0.5084481253699789,,0.09373169842885942,,0.6821415581757908,,3.333333333,0.0004282838665039188
Wiltshire 016D,E01031903,33.7,SN36BB,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,223.5,0.0,283.5,0.0,-0.4688258721841043,0.0,0.09630778405250523,0.0,0.36604292086604734,0.0,4.333333333,0.0005567690264679429
Wiltshire 017A,E01031888,20.8,BA13NG,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,100.8,0.0,130.8,,194.5,,254.5,,-0.5602190825630222,,0.11366533779835436,,0.38445336514854483,,2.0,0.00025697031992804833
Wiltshire 017B,E01031889,24.1,BA13NG,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,2.666666667,0.0003426270932802261
Wiltshire 017C,E01031890,21.9,BA13NG,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,,195.6,,255.6,,-0.556720627021126,,0.11300353742578978,,0.3837485845881295,,4.333333333,0.0005567690264679429
Wiltshire 017D,E01031929,24.1,BA13NG,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,104.09999999999998,0.0,134.1,0.0,197.8,0.0,257.8,0.0,-0.5422182454653723,0.013012849540221805,0.1067799925980623,0.008488291266763747,0.4834470774803216,0.1751217462897367,2.666666667,0.0003426270932802261
Wiltshire 017E,E01031930,25.1,BA13NG,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,,,,,,-0.5249903715802715,,0.09659765855945968,,0.6852473833807909,,2.0,0.00025697031992804833
Wiltshire 018A,E01031931,26.2,BA13NG,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,,199.9,,259.9,,-0.5430688470155074,,0.1104189813448389,,0.3809982401025959,,4.0,0.0005139406398560967
Wiltshire 018B,E01031932,26.2,BA13NG,1,5.0,0.0006424257998201208,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 018C,E01031933,28.4,BA13NG,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,108.4,0.0,138.4,0.0,202.1,,262.1,,-0.5238448717091901,0.010612397481947504,0.09992515766568909,0.007944086363972303,0.5824532335433726,0.17568123128841076,2.333333333,0.00029979870653989467
Wiltshire 018D,E01031941,26.2,BA13NG,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 018E,E01031942,31.6,BA13NG,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,,,,,,,,,,,,,2.0,0.00025697031992804833
Wiltshire 018F,E01031952,26.2,BA13NG,1,5.0,0.0006424257998201208,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,199.9,,259.9,,-0.5276926399179144,0.010250804731728689,0.09973849637429504,0.0071203233136959134,0.6088442269670056,0.15189732457627306,5.0,0.0006424257998201208
Wiltshire 018G,E01031953,25.1,BA13NG,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,105.1,0.0,135.1,0.0,198.8,0.0,258.8,0.0,-0.5465575221108852,0.0,0.11107976788099538,0.0,0.38170109813658404,0.0,3.333333333,0.0004282838665039188
Wiltshire 019A,E01031861,19.8,SN36BB,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,99.8,,,,,,,,,,,,,,2.666666667,0.0003426270932802261
Wiltshire 019B,E01031862,17.6,SN36BB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,97.6,0.0,127.6,,207.4,,267.4,,-0.5193492464028671,,0.10592070057158065,,0.3762194375305024,,1.666666667,0.000214141933316202
Wiltshire 019C,E01031863,18.7,SN36BB,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,98.7,,,,,,,,,,,,,,1.0,0.00012848515996402416
Wiltshire 019D,E01031864,20.8,SN36BB,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,100.8,,130.8,,,,,,-0.5344524278283935,,0.09823347024709594,,0.6870206347775829,,2.0,0.00025697031992804833
Wiltshire 019E,E01031865,18.7,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,98.7,0.0,128.7,0.0,208.5,,268.5,,-0.5332706677576113,0.011593655951033769,0.10058830572178953,0.0031158014573879345,0.6097936319121284,0.15618205934411852,3.333333333,0.0004282838665039188
Wiltshire 020A,E01032063,30.5,BA13NG,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,110.5,0.0,140.5,,,,,,-0.5130848698373573,,0.09453580378909943,,0.6830128396978011,,3.333333333,0.0004282838665039188
Wiltshire 020B,E01032064,33.7,BA13NG,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,,,,,,-0.5060178390696601,,0.09330999340629842,,0.6816846625965858,,3.0,0.00038545547989207247
Wiltshire 020C,E01032065,33.7,BA13NG,1,1.0,0.00012848515996402416,30.0,,60.0,,80.0,,113.7,,143.7,,207.4,,267.4,,-0.5193492464028671,,0.10592070057158065,,0.3762194375305024,,1.0,0.00012848515996402416
Wiltshire 020D,E01032073,33.7,BA13NG,1,1.0,0.00012848515996402416,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 020E,E01032074,34.8,BA13NG,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,208.5,0.0,268.5,0.0,-0.5097333491653357,0.007097753297840863,0.09907497404710747,0.007144171329994814,0.5283739800350413,0.17649994615762712,2.666666667,0.0003426270932802261
Wiltshire 021A,E01032043,25.1,BA13NG,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,0.0,198.8,,258.8,,-0.530382159212925,0.010783575265306829,0.1002181858898436,0.007241054660767855,0.6093608120697392,0.15177314262210345,3.333333333,0.0004282838665039188
Wiltshire 021B,E01032044,29.4,BA13NG,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,,,,,,-0.5155121201643273,,0.09495649435213915,,0.6834687140855377,,2.666666667,0.0003426270932802261
Wiltshire 021C,E01032057,29.4,BA13NG,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,109.4,,,,,,,,,,,,,,1.333333333,0.00017131354657587048
Wiltshire 021D,E01032070,33.7,BA13NG,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,207.4,,267.4,,-0.5126835427362636,0.009426728528070683,0.09961534698893953,0.008917116552128849,0.5289520500635441,0.2159965320609025,4.666666667,0.0005995974132082745
Wiltshire 021E,E01032071,35.9,BA13NG,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,115.9,,145.9,,,,,,-0.501154154382824,,0.09246553903781563,,0.6807698225220166,,1.333333333,0.00017131354657587048
Wiltshire 021F,E01032072,34.8,BA13NG,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,114.8,0.0,144.8,0.0,,,,,-0.5035865144996108,0.0,0.0928879401863435,0.0,0.681227417174132,0.0,1.333333333,0.00017131354657587048
Wiltshire 022A,E01032062,31.6,BA13NG,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,111.6,0.0,141.6,0.0,,,,,-0.5106565732767505,0.0,0.09411476425082643,0.0,0.6825566136959965,0.0,2.666666667,0.0003426270932802261
Wiltshire 022B,E01032066,33.7,BA13NG,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,113.7,0.0,143.7,0.0,207.4,0.0,267.4,0.0,-0.5126835427362636,0.007696891612503552,0.09961534698893953,0.007280795176547241,0.5289520500635441,0.17636042991997286,3.0,0.00038545547989207247
Wiltshire 022C,E01032067,32.6,BA13NG,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,112.6,0.0,142.6,0.0,206.3,,266.3,,-0.5156344731597169,0.010163030508177445,0.10015568218387932,0.009084884950813587,0.5295302029942809,0.21582504826982885,1.333333333,0.00017131354657587048
Wiltshire 022D,E01032068,32.6,BA13NG,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,112.59999999999998,0.0,142.6,0.0,206.3,,266.3,,-0.5132390238964709,0.008298079661791061,0.09801435426553935,0.007417777500461045,0.5804006547214509,0.17622041399087668,3.0,0.00038545547989207247
Wiltshire 022E,E01032069,33.7,BA13NG,1,2.333333333,0.00029979870653989467,30.0,,60.0,,80.0,,113.7,,,,,,,,,,,,,,2.333333333,0.00029979870653989467
Wiltshire 023A,E01032058,27.3,BA13NG,1,3.666666667,0.00047111225324425026,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 023B,E01032059,21.9,BA13NG,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,101.9,0.0,131.9,0.0,195.6,,255.6,,-0.5443770398096816,0.017456468442759852,0.10540952728649763,0.010739552131785748,0.5351580572902166,0.2141253297670505,3.0,0.00038545547989207247
Wiltshire 023C,E01032060,19.8,BA13NG,1,4.333333333,0.0005567690264679429,30.0,0.0,60.0,0.0,80.0,0.0,99.8,0.0,129.8,0.0,193.5,,253.5,,-0.545567599790748,0.01544475363345108,0.10383114734669158,0.009037883674944264,0.5866529910532418,0.17455477704476804,4.333333333,0.0005567690264679429
Wiltshire 023D,E01032061,24.1,BA13NG,1,2.0,0.00025697031992804833,30.0,,60.0,,80.0,,104.1,,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,2.0,0.00025697031992804833
Wiltshire 024A,E01031866,27.3,SN36BB,1,0.666666667,8.565677335217782e-05,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 024B,E01031869,29.4,SN36BB,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,109.40000000000002,0.0,139.4,0.0,,,,,-0.5155121201643273,0.0,0.09495649435213915,0.0,0.6834687140855377,0.0,4.0,0.0005139406398560967
Wiltshire 024C,E01031870,29.4,SN36BB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,219.2,,279.2,,-0.4988895058716162,0.023507926574848986,0.09691286787370748,0.0027667299672695417,0.5261091666542013,0.22254000614628822,2.0,0.00025697031992804833
Wiltshire 024D,E01031871,27.3,SN36BB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,107.3,0.0,,,,,,,,,,,,,1.666666667,0.000214141933316202
Wiltshire 025A,E01031850,36.9,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,0.0,226.7,,286.7,,-0.4788951408804595,0.028350570573162568,0.09324286143211108,0.0016427860176030252,0.5221938114839852,0.22367161166546465,3.333333333,0.0004282838665039188
Wiltshire 025B,E01031851,36.9,SN36BB,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,0.0,226.7,,286.7,,-0.4788951408804595,0.028350570573162568,0.09324286143211108,0.0016427860176030252,0.5221938114839852,0.22367161166546456,1.666666667,0.000214141933316202
Wiltshire 025C,E01031852,38.0,SN36BB,1,2.666666667,0.0003426270932802261,30.0,,60.0,,80.0,,118.0,,,,,,,,,,,,,,2.666666667,0.0003426270932802261
Wiltshire 025E,E01032688,38.0,SN36BB,1,0.666666667,8.565677335217782e-05,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,0.0,,,,,-0.4965076920478899,0.0,0.09165817167238532,0.0,0.6798952652011181,0.0,0.666666667,8.565677335217782e-05
Wiltshire 025F,E01032689,39.1,SN36BB,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,119.09999999999998,0.0,149.1,,228.9,,288.9,,-0.4520010362549165,,0.09309742654526165,,0.36265577196781784,,2.0,0.00025697031992804833
Wiltshire 025G,E01032692,36.9,SN36BB,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,116.9,0.0,146.9,,226.7,,286.7,,-0.45884826017766844,,0.09440448656519662,,0.3640340981164112,,3.0,0.00038545547989207247
Wiltshire 025H,E01032693,36.9,SN36BB,1,1.666666667,0.000214141933316202,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 026A,E01031853,39.1,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,119.09999999999998,0.0,149.1,0.0,,,,,-0.4940723348446563,0.0,0.09123475990342578,0.0,0.6794366581201382,0.0,3.333333333,0.0004282838665039188
Wiltshire 026B,E01031854,39.1,SN36BB,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,119.1,0.0,149.1,0.0,228.9,0.0,288.9,0.0,-0.4660248024514964,0.02428987556594339,0.0924765376646497,0.0010754110870744788,0.468249400685258,0.1828935298941704,4.0,0.0005139406398560967
Wiltshire 026C,E01031855,39.1,SN36BB,1,2.0,0.00025697031992804833,,,,,,,,,,,,,,,,,,,,,,
Wiltshire 026D,E01031856,38.0,SN36BB,1,2.666666667,0.0003426270932802261,30.0,0.0,60.0,0.0,80.0,0.0,118.0,0.0,148.0,0.0,227.8,,287.8,,-0.4759655393359634,0.029050990965545708,0.09270448946822482,0.0014797168174285392,0.5216199598346282,0.22383508343803316,2.666666667,0.0003426270932802261
Wiltshire 027A,E01032045,24.1,BA13NG,1,4.666666667,0.0005995974132082745,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,,,,,,-0.52719230109543,,0.0969785581024103,,0.6856602522029953,,4.666666667,0.0005995974132082745
Wiltshire 027B,E01032046,23.0,BA13NG,1,1.333333333,0.00017131354657587048,30.0,0.0,60.0,0.0,80.0,0.0,103.0,0.0,133.0,0.0,196.7,0.0,256.7,0.0,-0.5532246716224756,0.0,0.11234199428892028,0.0,0.38304429203975604,0.0,1.333333333,0.00017131354657587048
Wiltshire 027C,E01032047,24.1,BA13NG,1,1.666666667,0.000214141933316202,30.0,0.0,60.0,0.0,80.0,0.0,104.1,0.0,134.1,0.0,,,,,-0.52719230109543,0.0,0.0969785581024103,0.0,0.6856602522029953,0.0,1.666666667,0.000214141933316202
Wiltshire 027D,E01032048,26.2,BA13NG,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,199.9,,259.9,,-0.5266675594447415,0.00916859848168873,0.09902646404292545,0.00636861078048025,0.6240339594246328,0.1358610973411584,3.0,0.00038545547989207247
Wiltshire 027E,E01032049,26.2,BA13NG,1,4.0,0.0005139406398560967,30.0,0.0,60.0,0.0,80.0,0.0,106.2,0.0,136.2,0.0,,,,,-0.52256723755205,0.0,0.09617833471744708,0.0,0.684792889255142,0.0,4.0,0.0005139406398560967
Wiltshire 027F,E01032050,25.1,BA13NG,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,105.09999999999998,0.0,135.1,0.0,198.8,,258.8,,-0.5357739468455783,0.015250278391067953,0.10383871322022753,0.01024039770714281,0.5334742407586874,0.21463963670016473,3.333333333,0.0004282838665039188
Wiltshire 028A,E01031845,41.2,BA13NG,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,121.2,,151.2,,,,,,-0.48942017259882986,,0.09042546536292018,,0.6785601730025733,,1.333333333,0.00017131354657587048
Wiltshire 028B,E01031846,42.3,BA13NG,1,2.0,0.00025697031992804833,30.0,0.0,60.0,0.0,80.0,0.0,122.3,0.0,152.3,0.0,,,,,-0.48698184110545073,0.0,0.0900010452732316,0.0,0.6781005587676442,0.0,2.0,0.00025697031992804833
Wiltshire 028C,E01031848,43.4,SP28BJ,1,3.0,0.00038545547989207247,30.0,0.0,60.0,0.0,80.0,0.0,123.40000000000002,0.0,153.4,0.0,219.3,0.0,279.3,0.0,-0.48324818236150646,0.0014945405345879522,0.09419295072876127,0.00533087320625602,0.523163588808147,0.17837468747412655,3.0,0.00038545547989207247
Wiltshire 028D,E01031872,41.2,SN36BB,1,1.333333333,0.00017131354657587048,30.0,,60.0,,80.0,,121.2,,151.2,,,,,,-0.48942017259882986,,0.09042546536292018,,0.6785601730025733,,1.333333333,0.00017131354657587048
Wiltshire 028E,E01031876,39.1,BA13NG,1,2.333333333,0.00029979870653989467,30.0,0.0,60.0,0.0,80.0,0.0,119.09999999999998,0.0,149.1,0.0,212.8,,272.8,,-0.4982078783033278,0.005848541647036585,0.09696226087742671,0.00809990955593723,0.5261150768395184,0.21682945965154124,2.333333333,0.00029979870653989467
Wiltshire 029A,E01031843,29.4,SN36BB,1,3.333333333,0.0004282838665039188,30.0,0.0,60.0,0.0,80.0,0.0,109.4,0.0,139.4,0.0,219.2,,279.2,,-0.4988895058716162,0.023507926574848986,0.09691286787370748,0.0027667299672695417,0.5261091666542013,0.22254000614628822,3.333333333,0.0004282838665039188
